epoch,step,train/loss,train/reward,val/reward
0,49,397.2764587402344,-203.08334350585938,
0,83,,,-206.70599365234375
1,99,980.6403198242188,-201.4166717529297,
1,149,793.5111083984375,-203.75,
1,167,,,-202.4029998779297
2,199,34.16474533081055,-198.2916717529297,
2,249,242.6271209716797,-199.625,
2,251,,,-199.46099853515625
3,299,301.99591064453125,-200.75,
3,335,,,-199.99000549316406
4,349,34.1605339050293,-198.08334350585938,
4,399,-343.17156982421875,-203.25,
4,419,,,-194.19200134277344
5,449,-321.9910583496094,-195.70834350585938,
5,499,-113.61737060546875,-195.25,
5,503,,,-194.96499633789062
6,549,-493.6529235839844,-198.1666717529297,
6,587,,,-193.92999267578125
7,599,226.96438598632812,-194.20834350585938,
7,649,-457.05499267578125,-197.20834350585938,
7,671,,,-192.84300231933594
8,699,-202.149658203125,-194.5416717529297,
8,749,24.61181640625,-190.875,
8,755,,,-192.6479949951172
9,799,-148.6219940185547,-195.4166717529297,
9,839,,,-192.0399932861328
10,849,-413.30828857421875,-196.875,
10,899,70.38333892822266,-192.95834350585938,
10,923,,,-192.34500122070312
11,949,-79.06675720214844,-191.08334350585938,
11,999,-164.2628173828125,-193.1666717529297,
11,1007,,,-191.9759979248047
12,1049,-657.7197265625,-193.83334350585938,
12,1091,,,-191.54400634765625
13,1099,72.0021743774414,-193.83334350585938,
13,1149,-38.8701171875,-192.45834350585938,
13,1175,,,-191.53199768066406
14,1199,-168.9498291015625,-192.95834350585938,
14,1249,229.89158630371094,-189.95834350585938,
14,1259,,,-190.74400329589844
15,1299,-88.31761169433594,-193.875,
15,1343,,,-191.1230010986328
16,1349,-139.1027069091797,-192.70834350585938,
16,1399,234.70126342773438,-193.25,
16,1427,,,-193.51600646972656
17,1449,-61.42503356933594,-190.95834350585938,
17,1499,-43.82653045654297,-189.875,
17,1511,,,-192.44900512695312
18,1549,-194.47714233398438,-191.5,
18,1595,,,-191.27999877929688
19,1599,59.63851547241211,-193.625,
19,1649,-416.6272888183594,-197.58334350585938,
19,1679,,,-195.01100158691406
20,1699,-161.05740356445312,-192.58334350585938,
20,1749,-968.60107421875,-205.33334350585938,
20,1763,,,-200.25599670410156
21,1799,-722.70458984375,-192.7916717529297,
21,1847,,,-190.7830047607422
22,1849,-331.05322265625,-197.4166717529297,
22,1899,-291.0499267578125,-194.0416717529297,
22,1931,,,-190.26699829101562
23,1949,-291.012939453125,-193.75,
23,1999,-108.34086608886719,-193.20834350585938,
23,2015,,,-188.86000061035156
24,2049,-160.25955200195312,-191.70834350585938,
24,2099,-178.171630859375,-186.5,
24,2099,,,-188.56500244140625
25,2149,-636.8447875976562,-193.375,
25,2183,,,-190.947998046875
26,2199,-493.0931091308594,-194.45834350585938,
26,2249,-425.31878662109375,-192.4166717529297,
26,2267,,,-189.35800170898438
27,2299,-203.1444091796875,-192.95834350585938,
27,2349,-400.3499450683594,-194.20834350585938,
27,2351,,,-189.11199951171875
28,2399,-349.12445068359375,-194.70834350585938,
28,2435,,,-189.16000366210938
29,2449,-102.72264099121094,-190.1666717529297,
29,2499,-476.8953552246094,-193.875,
29,2519,,,-188.7100067138672
30,2549,-781.4119873046875,-195.7916717529297,
30,2599,-449.22381591796875,-192.125,
30,2603,,,-188.65199279785156
31,2649,-190.75433349609375,-192.25,
31,2687,,,-188.22799682617188
32,2699,-24.503215789794922,-188.5416717529297,
32,2749,-54.000179290771484,-186.9166717529297,
32,2771,,,-189.58299255371094
33,2799,-150.54066467285156,-186.95834350585938,
33,2849,-465.34613037109375,-192.33334350585938,
33,2855,,,-188.66099548339844
34,2899,-139.8968505859375,-189.08334350585938,
34,2939,,,-190.6959991455078
35,2949,-199.59713745117188,-192.2916717529297,
35,2999,-161.98318481445312,-191.125,
35,3023,,,-188.80599975585938
36,3049,-409.21795654296875,-193.625,
36,3099,-295.9015197753906,-191.70834350585938,
36,3107,,,-187.38099670410156
37,3149,-350.330810546875,-185.95834350585938,
37,3191,,,-188.35699462890625
38,3199,-147.4913330078125,-186.83334350585938,
38,3249,-441.8493347167969,-190.25,
38,3275,,,-192.01499938964844
39,3299,-421.7939147949219,-189.70834350585938,
39,3349,-667.9826049804688,-194.1666717529297,
39,3359,,,-189.99200439453125
40,3399,-510.0086669921875,-191.95834350585938,
40,3443,,,-188.98500061035156
41,3449,-451.353515625,-191.1666717529297,
41,3499,-116.18148040771484,-187.70834350585938,
41,3527,,,-190.6840057373047
42,3549,-442.2177429199219,-189.7916717529297,
42,3599,-180.55126953125,-189.33334350585938,
42,3611,,,-188.29299926757812
43,3649,-175.02488708496094,-188.75,
43,3695,,,-189.83200073242188
44,3699,-611.011474609375,-193.6666717529297,
44,3749,-570.2609252929688,-190.83334350585938,
44,3779,,,-187.7550048828125
45,3799,-501.267333984375,-191.25,
45,3849,-9.52753734588623,-185.25,
45,3863,,,-187.5030059814453
46,3899,-284.26788330078125,-192.1666717529297,
46,3947,,,-188.07899475097656
47,3949,-326.47283935546875,-188.33334350585938,
47,3999,-248.1217498779297,-191.375,
47,4031,,,-187.68699645996094
48,4049,-15.37122631072998,-189.08334350585938,
48,4099,-83.56478881835938,-187.5416717529297,
48,4115,,,-188.968994140625
49,4149,-61.15058135986328,-187.95834350585938,
49,4199,-184.03768920898438,-186.5,
49,4199,,,-187.7310028076172
50,4249,-481.48040771484375,-188.5416717529297,
50,4283,,,-187.45899963378906
51,4299,-381.05975341796875,-188.1666717529297,
51,4349,-549.6427612304688,-192.75,
51,4367,,,-188.21400451660156
52,4399,-367.73284912109375,-191.125,
52,4449,-88.88204193115234,-193.5,
52,4451,,,-187.6320037841797
53,4499,-60.228424072265625,-190.7916717529297,
53,4535,,,-187.3509979248047
54,4549,-187.20303344726562,-187.70834350585938,
54,4599,-431.3837890625,-190.5416717529297,
54,4619,,,-187.9770050048828
55,4649,-643.6891479492188,-195.6666717529297,
55,4699,-516.9268188476562,-192.1666717529297,
55,4703,,,-186.98300170898438
56,4749,-195.70079040527344,-191.9166717529297,
56,4787,,,-188.39199829101562
57,4799,-640.245849609375,-193.0416717529297,
57,4849,5.8617963790893555,-187.70834350585938,
57,4871,,,-188.63699340820312
58,4899,-596.7362060546875,-190.7916717529297,
58,4949,-467.5782165527344,-190.33334350585938,
58,4955,,,-187.47999572753906
59,4999,-175.8185272216797,-191.20834350585938,
59,5039,,,-189.90699768066406
60,5049,-529.6829833984375,-189.70834350585938,
60,5099,-162.4784393310547,-192.6666717529297,
60,5123,,,-187.5919952392578
61,5149,-314.64483642578125,-190.7916717529297,
61,5199,-587.08642578125,-187.75,
61,5207,,,-187.29200744628906
62,5249,-329.7049560546875,-189.45834350585938,
62,5291,,,-190.75900268554688
63,5299,-384.5074462890625,-193.25,
63,5349,-74.51010131835938,-188.08334350585938,
63,5375,,,-188.5469970703125
64,5399,-327.9395751953125,-191.5416717529297,
64,5449,-141.63418579101562,-189.83334350585938,
64,5459,,,-188.91400146484375
65,5499,-476.1374206542969,-195.7916717529297,
65,5543,,,-187.56199645996094
66,5549,-239.9970703125,-190.1666717529297,
66,5599,-298.1316223144531,-188.2916717529297,
66,5627,,,-187.1649932861328
67,5649,-412.55450439453125,-194.2916717529297,
67,5699,-244.29244995117188,-192.2916717529297,
67,5711,,,-187.24000549316406
68,5749,-779.8778076171875,-189.0,
68,5795,,,-187.33900451660156
69,5799,-227.4250946044922,-188.70834350585938,
69,5849,-144.54678344726562,-184.1666717529297,
69,5879,,,-187.34300231933594
70,5899,-72.27898406982422,-187.95834350585938,
70,5949,-602.5366821289062,-191.95834350585938,
70,5963,,,-187.32200622558594
71,5999,-283.83612060546875,-188.875,
71,6047,,,-187.68899536132812
72,6049,-217.9103240966797,-188.58334350585938,
72,6099,-459.6075439453125,-187.75,
72,6131,,,-187.36399841308594
73,6149,-375.94512939453125,-189.6666717529297,
73,6199,-742.75048828125,-191.08334350585938,
73,6215,,,-187.48300170898438
74,6249,-549.8643798828125,-191.45834350585938,
74,6299,-583.9972534179688,-192.625,
74,6299,,,-188.11500549316406
75,6349,-166.27615356445312,-184.875,
75,6383,,,-188.1320037841797
76,6399,-761.7266845703125,-193.75,
76,6449,-781.9152221679688,-190.7916717529297,
76,6467,,,-188.6739959716797
77,6499,-425.30389404296875,-190.125,
77,6549,-196.90304565429688,-188.0,
77,6551,,,-188.32000732421875
78,6599,-434.5406188964844,-187.6666717529297,
78,6635,,,-188.25900268554688
79,6649,-213.30767822265625,-189.4166717529297,
79,6699,-756.6075439453125,-194.125,
79,6719,,,-187.54200744628906
80,6749,-468.5833435058594,-189.5416717529297,
80,6799,-506.97283935546875,-191.625,
80,6803,,,-188.8040008544922
81,6849,-452.82830810546875,-188.75,
81,6887,,,-187.89100646972656
82,6899,-360.4176940917969,-185.6666717529297,
82,6949,-459.7716979980469,-192.375,
82,6971,,,-187.7570037841797
83,6999,-1033.081787109375,-192.875,
83,7049,-459.481201171875,-191.2916717529297,
83,7055,,,-188.0679931640625
84,7099,-243.96322631835938,-191.4166717529297,
84,7139,,,-187.63699340820312
85,7149,-257.7860107421875,-188.9166717529297,
85,7199,-95.20417785644531,-189.75,
85,7223,,,-188.11700439453125
86,7249,-137.5985870361328,-190.58334350585938,
86,7299,-413.74993896484375,-191.33334350585938,
86,7307,,,-188.66799926757812
87,7349,-103.37115478515625,-190.83334350585938,
87,7391,,,-188.218994140625
88,7399,-207.020751953125,-187.0,
88,7449,55.537498474121094,-188.2916717529297,
88,7475,,,-187.13800048828125
89,7499,-389.59716796875,-190.45834350585938,
89,7549,-198.7652587890625,-190.08334350585938,
89,7559,,,-186.93899536132812
90,7599,-463.920166015625,-193.0,
90,7643,,,-187.9320068359375
91,7649,-597.7931518554688,-192.5,
91,7699,-262.6416320800781,-185.08334350585938,
91,7727,,,-188.33799743652344
92,7749,-303.1776428222656,-190.6666717529297,
92,7799,-208.4890594482422,-189.83334350585938,
92,7811,,,-187.7989959716797
93,7849,-341.0826110839844,-190.9166717529297,
93,7895,,,-188.88400268554688
94,7899,-752.0067749023438,-195.0416717529297,
