epoch,step,train/loss,train/reward,val/reward
94,7949,-732.9703979492188,-192.70834350585938,
94,7979,,,-187.1479949951172
95,7999,-259.39990234375,-186.58334350585938,
95,8049,-357.620849609375,-189.125,
95,8063,,,-187.29600524902344
96,8099,-127.72836303710938,-187.20834350585938,
96,8147,,,-187.51199340820312
97,8149,-340.4637145996094,-188.7916717529297,
97,8199,-296.0392761230469,-187.5,
97,8231,,,-187.72799682617188
98,8249,-461.86517333984375,-189.875,
98,8299,-461.497802734375,-190.875,
98,8315,,,-186.9770050048828
99,8349,-413.00604248046875,-190.375,
99,8399,-189.935791015625,-194.25,
99,8399,,,-187.67999267578125
