epoch,step,train/loss,train/reward,val/reward
0,49,19.2518310546875,-36.458335876464844,
0,83,,,-34.974998474121094
1,99,-9.64655876159668,-35.79166793823242,
1,149,-79.02723693847656,-35.625,
1,167,,,-34.14500045776367
2,199,-36.52698516845703,-35.29166793823242,
2,249,-24.787216186523438,-34.41666793823242,
2,251,,,-34.0099983215332
3,299,0.8696772456169128,-33.458335876464844,
3,335,,,-34.263999938964844
4,349,-42.307411193847656,-34.958335876464844,
4,399,6.135446071624756,-34.41666793823242,
4,419,,,-33.875
5,449,-11.599557876586914,-34.04166793823242,
5,499,-10.069111824035645,-34.083335876464844,
5,503,,,-34.025001525878906
6,549,-17.550460815429688,-34.458335876464844,
6,587,,,-33.736000061035156
7,599,-27.275428771972656,-33.79166793823242,
7,649,-38.14603805541992,-34.083335876464844,
7,671,,,-33.757999420166016
8,699,8.558263778686523,-33.208335876464844,
8,749,-18.917200088500977,-34.458335876464844,
8,755,,,-34.08000183105469
9,799,-5.726459503173828,-34.083335876464844,
9,839,,,-33.62699890136719
