epoch,step,train/loss,train/reward,val/reward
54,4549,-140.19290161132812,-167.5416717529297,
54,4599,-140.47561645507812,-166.20834350585938,
54,4619,,,-166.11099243164062
55,4649,-77.73219299316406,-167.0416717529297,
55,4699,32.251441955566406,-168.33334350585938,
55,4703,,,-166.04299926757812
56,4749,-11.90546989440918,-164.08334350585938,
56,4787,,,-165.71499633789062
57,4799,-29.30215072631836,-168.0416717529297,
57,4849,-93.3193359375,-168.4166717529297,
57,4871,,,-165.93899536132812
58,4899,-53.149497985839844,-167.83334350585938,
58,4949,-12.395233154296875,-165.58334350585938,
58,4955,,,-166.00999450683594
59,4999,-304.0547180175781,-169.9166717529297,
59,5039,,,-166.0260009765625
60,5049,-252.0577392578125,-163.20834350585938,
60,5099,-138.88150024414062,-166.7916717529297,
60,5123,,,-165.74899291992188
61,5149,-65.67141723632812,-165.2916717529297,
61,5199,-282.55120849609375,-166.625,
61,5207,,,-166.55499267578125
62,5249,53.32014083862305,-161.75,
62,5291,,,-166.20899963378906
63,5299,-38.433319091796875,-168.08334350585938,
63,5349,-201.33872985839844,-166.33334350585938,
63,5375,,,-165.88499450683594
64,5399,26.872854232788086,-167.5,
64,5449,-244.36611938476562,-166.875,
64,5459,,,-166.64100646972656
65,5499,-19.301807403564453,-167.5,
65,5543,,,-166.60000610351562
66,5549,32.78089141845703,-165.4166717529297,
66,5599,-104.7518539428711,-167.6666717529297,
66,5627,,,-165.8990020751953
67,5649,21.816173553466797,-163.5,
67,5699,-11.33549690246582,-166.9166717529297,
67,5711,,,-165.7239990234375
68,5749,-157.61924743652344,-165.875,
68,5795,,,-165.82899475097656
69,5799,-32.08335876464844,-166.5416717529297,
69,5849,-37.48851776123047,-164.9166717529297,
69,5879,,,-165.84300231933594
70,5899,-40.85264587402344,-167.75,
70,5949,-99.85978698730469,-167.875,
70,5963,,,-165.94400024414062
71,5999,-32.60802459716797,-165.0416717529297,
71,6047,,,-166.1840057373047
72,6049,-102.97982788085938,-168.45834350585938,
72,6099,-63.292030334472656,-166.33334350585938,
72,6131,,,-166.19400024414062
73,6149,-135.65414428710938,-168.875,
73,6199,-64.42692565917969,-168.95834350585938,
73,6215,,,-167.10499572753906
74,6249,-247.99717712402344,-168.0,
74,6299,-54.73463439941406,-166.0,
74,6299,,,-166.05999755859375
75,6349,-220.1749725341797,-167.875,
75,6383,,,-166.06500244140625
76,6399,-131.63510131835938,-168.25,
76,6449,-133.93101501464844,-170.0416717529297,
76,6467,,,-166.1649932861328
77,6499,-104.01527404785156,-165.2916717529297,
77,6549,-422.60430908203125,-169.70834350585938,
77,6551,,,-168.56300354003906
78,6599,-88.24015808105469,-168.5416717529297,
78,6635,,,-166.01199340820312
79,6649,-35.34095764160156,-166.95834350585938,
79,6699,-12.062871932983398,-169.625,
79,6719,,,-165.95899963378906
80,6749,95.8338623046875,-164.7916717529297,
80,6799,56.34739303588867,-163.33334350585938,
80,6803,,,-165.93699645996094
81,6849,-68.8824691772461,-164.7916717529297,
81,6887,,,-166.36900329589844
82,6899,-59.68578338623047,-167.9166717529297,
82,6949,-86.16707611083984,-163.7916717529297,
82,6971,,,-166.2100067138672
83,6999,-38.09345626831055,-165.375,
83,7049,40.85563278198242,-166.875,
83,7055,,,-165.947998046875
84,7099,74.63699340820312,-164.7916717529297,
84,7139,,,-166.19000244140625
85,7149,-170.05422973632812,-166.5416717529297,
85,7199,-95.26850891113281,-165.0,
85,7223,,,-165.802001953125
86,7249,-92.73613739013672,-167.20834350585938,
86,7299,-53.377052307128906,-167.375,
86,7307,,,-166.35699462890625
87,7349,-4.15325927734375,-167.83334350585938,
87,7391,,,-165.68099975585938
88,7399,-80.63849639892578,-166.2916717529297,
88,7449,-118.88177490234375,-166.33334350585938,
88,7475,,,-165.9759979248047
89,7499,-32.88092041015625,-166.875,
89,7549,-56.440086364746094,-166.625,
89,7559,,,-166.49600219726562
90,7599,-90.0103759765625,-167.875,
90,7643,,,-165.97999572753906
91,7649,-12.554487228393555,-165.70834350585938,
91,7699,-141.22808837890625,-168.5,
91,7727,,,-166.4080047607422
92,7749,-55.30918502807617,-167.9166717529297,
92,7799,-52.0966911315918,-168.45834350585938,
92,7811,,,-165.94400024414062
93,7849,4.078244686126709,-167.58334350585938,
93,7895,,,-166.01300048828125
94,7899,-213.40374755859375,-166.375,
94,7949,-49.68236541748047,-165.9166717529297,
94,7979,,,-166.0489959716797
95,7999,-219.88507080078125,-169.375,
95,8049,-42.74741744995117,-168.58334350585938,
95,8063,,,-166.9010009765625
96,8099,-172.6307373046875,-164.95834350585938,
96,8147,,,-166.16000366210938
97,8149,-178.12921142578125,-169.45834350585938,
97,8199,-252.9108123779297,-167.7916717529297,
97,8231,,,-165.7989959716797
98,8249,-132.61065673828125,-166.58334350585938,
98,8299,-50.995086669921875,-167.58334350585938,
98,8315,,,-166.08700561523438
99,8349,-10.963340759277344,-166.58334350585938,
99,8399,81.62532043457031,-168.0,
99,8399,,,-166.75100708007812
