epoch,step,train/loss,train/reward,val/reward
0,49,399.5484313964844,-209.70834350585938,
0,83,,,-209.69500732421875
1,99,194.40975952148438,-206.875,
1,149,1487.010009765625,-200.70834350585938,
1,167,,,-202.69500732421875
2,199,-834.6695556640625,-200.58334350585938,
2,249,912.4413452148438,-200.6666717529297,
2,251,,,-202.41700744628906
3,299,245.7725830078125,-201.45834350585938,
3,335,,,-203.90899658203125
4,349,403.7113952636719,-200.9166717529297,
4,399,89.61013793945312,-200.7916717529297,
4,419,,,-202.25100708007812
5,449,305.22222900390625,-198.2916717529297,
5,499,102.53837585449219,-197.125,
5,503,,,-200.98399353027344
6,549,220.4827117919922,-204.375,
6,587,,,-198.37600708007812
7,599,70.65331268310547,-197.2916717529297,
7,649,-659.8028564453125,-205.375,
7,671,,,-197.5760040283203
8,699,-124.54942321777344,-201.5,
8,749,803.5972900390625,-196.45834350585938,
8,755,,,-194.91400146484375
9,799,-203.63107299804688,-193.83334350585938,
9,839,,,-197.0469970703125
10,849,-313.5830078125,-199.83334350585938,
10,899,109.01525115966797,-191.1666717529297,
10,923,,,-192.5070037841797
11,949,-143.6995391845703,-194.875,
11,999,5.113886833190918,-192.08334350585938,
11,1007,,,-192.1300048828125
12,1049,-265.7457580566406,-192.58334350585938,
12,1091,,,-196.3560028076172
13,1099,-1308.8846435546875,-202.75,
13,1149,77.11798095703125,-192.4166717529297,
13,1175,,,-194.6060028076172
14,1199,-565.9803466796875,-198.45834350585938,
14,1249,-240.77410888671875,-195.0,
14,1259,,,-192.3419952392578
15,1299,-433.80609130859375,-199.33334350585938,
15,1343,,,-199.8260040283203
16,1349,-1618.36865234375,-204.5416717529297,
16,1399,-306.34442138671875,-192.70834350585938,
16,1427,,,-192.3769989013672
17,1449,-195.09945678710938,-194.375,
17,1499,-129.76266479492188,-191.75,
17,1511,,,-192.35299682617188
18,1549,-96.39724731445312,-192.1666717529297,
18,1595,,,-190.9980010986328
19,1599,-215.0612030029297,-193.95834350585938,
19,1649,-328.84075927734375,-193.375,
19,1679,,,-189.3070068359375
20,1699,-216.6227264404297,-189.20834350585938,
20,1749,-490.1812438964844,-192.6666717529297,
20,1763,,,-196.7790069580078
21,1799,-1440.337646484375,-204.75,
21,1847,,,-190.53599548339844
22,1849,-213.7557830810547,-190.5,
22,1899,-398.7412109375,-194.875,
22,1931,,,-191.24400329589844
23,1949,-1045.53759765625,-195.83334350585938,
23,1999,-418.05218505859375,-192.58334350585938,
23,2015,,,-190.53700256347656
24,2049,-519.5300903320312,-190.08334350585938,
