epoch,step,train/loss,train/reward,val/reward
0,49,-551.7672119140625,-210.33334350585938,
0,83,,,-200.52499389648438
1,99,-357.60467529296875,-199.6666717529297,
1,149,-196.70632934570312,-201.0416717529297,
1,167,,,-198.4709930419922
2,199,-163.4347381591797,-202.6666717529297,
2,249,-126.59477233886719,-202.45834350585938,
2,251,,,-198.3560028076172
3,299,-71.42037963867188,-199.45834350585938,
3,335,,,-195.85800170898438
4,349,-165.6005096435547,-195.9166717529297,
4,399,-361.45184326171875,-196.25,
4,419,,,-193.68099975585938
5,449,46.97918701171875,-191.7916717529297,
5,499,-147.47500610351562,-193.1666717529297,
5,503,,,-193.4199981689453
6,549,-640.0005493164062,-197.25,
6,587,,,-192.60499572753906
7,599,-147.47096252441406,-192.875,
7,649,9.037923812866211,-197.5416717529297,
7,671,,,-192.63299560546875
8,699,-289.03009033203125,-194.58334350585938,
8,749,-699.9328002929688,-198.125,
8,755,,,-195.92599487304688
9,799,-301.6041259765625,-194.4166717529297,
9,839,,,-192.62899780273438
10,849,-302.8687438964844,-197.375,
10,899,-361.1009216308594,-195.0,
10,923,,,-195.5970001220703
11,949,10.13135814666748,-196.625,
11,999,-344.5572204589844,-196.0416717529297,
11,1007,,,-193.03900146484375
12,1049,6.8759589195251465,-192.7916717529297,
12,1091,,,-193.41900634765625
13,1099,-281.3382873535156,-193.9166717529297,
13,1149,-335.93389892578125,-196.125,
13,1175,,,-192.73199462890625
14,1199,113.0308837890625,-191.0,
14,1249,-40.31821823120117,-191.2916717529297,
14,1259,,,-193.0019989013672
15,1299,-83.74835205078125,-197.375,
15,1343,,,-192.87399291992188
16,1349,-366.16912841796875,-200.0416717529297,
16,1399,-58.32342529296875,-194.83334350585938,
16,1427,,,-193.02000427246094
17,1449,62.06414031982422,-189.7916717529297,
17,1499,-49.50315475463867,-194.33334350585938,
17,1511,,,-192.59100341796875
18,1549,-367.17132568359375,-192.25,
18,1595,,,-192.80099487304688
19,1599,-76.9843978881836,-191.375,
19,1649,-276.9537353515625,-191.5416717529297,
19,1679,,,-192.58200073242188
20,1699,-284.22491455078125,-197.33334350585938,
20,1749,-60.331390380859375,-193.7916717529297,
20,1763,,,-192.81700134277344
21,1799,-51.77368927001953,-192.58334350585938,
21,1847,,,-192.99099731445312
22,1849,141.07666015625,-191.70834350585938,
22,1899,-57.789642333984375,-198.83334350585938,
22,1931,,,-192.56500244140625
23,1949,-259.8402099609375,-194.95834350585938,
23,1999,-84.01994323730469,-195.95834350585938,
23,2015,,,-192.53900146484375
24,2049,-94.44926452636719,-191.6666717529297,
24,2099,-141.00552368164062,-194.5,
24,2099,,,-192.88699340820312
25,2149,19.074626922607422,-194.375,
25,2183,,,-193.2779998779297
26,2199,-275.61663818359375,-190.25,
26,2249,-174.66415405273438,-189.625,
26,2267,,,-193.61099243164062
27,2299,-96.99627685546875,-193.5,
27,2349,-78.26518249511719,-189.7916717529297,
27,2351,,,-192.89300537109375
28,2399,-133.38682556152344,-194.33334350585938,
28,2435,,,-193.53900146484375
29,2449,-344.6317138671875,-200.2916717529297,
29,2499,-396.8037109375,-198.4166717529297,
29,2519,,,-192.98300170898438
30,2549,-223.36497497558594,-193.83334350585938,
30,2599,-113.7863998413086,-190.58334350585938,
30,2603,,,-192.81500244140625
31,2649,-34.73199462890625,-195.375,
31,2687,,,-193.427001953125
32,2699,45.91202926635742,-190.0416717529297,
32,2749,-53.86863708496094,-194.9166717529297,
32,2771,,,-192.95700073242188
33,2799,-42.86127853393555,-191.0416717529297,
33,2849,211.43875122070312,-190.5416717529297,
33,2855,,,-192.8990020751953
34,2899,107.13573455810547,-194.20834350585938,
34,2939,,,-193.91600036621094
35,2949,-718.2152709960938,-198.25,
35,2999,-155.68728637695312,-192.95834350585938,
35,3023,,,-193.2050018310547
36,3049,52.073081970214844,-191.625,
36,3099,-96.95943450927734,-189.58334350585938,
36,3107,,,-192.91900634765625
37,3149,-133.23948669433594,-194.0,
37,3191,,,-192.87600708007812
38,3199,99.72796630859375,-196.20834350585938,
38,3249,-105.00655364990234,-193.7916717529297,
38,3275,,,-192.71400451660156
39,3299,-130.8455352783203,-197.125,
39,3349,-71.81182098388672,-191.83334350585938,
39,3359,,,-192.86700439453125
40,3399,-62.40155792236328,-196.4166717529297,
40,3443,,,-192.7209930419922
41,3449,-4.438654899597168,-194.08334350585938,
41,3499,-120.34703063964844,-191.125,
41,3527,,,-193.3780059814453
42,3549,-39.127174377441406,-190.5416717529297,
42,3599,-165.39596557617188,-194.33334350585938,
42,3611,,,-192.81300354003906
43,3649,-81.59129333496094,-197.625,
43,3695,,,-193.38099670410156
44,3699,-302.53631591796875,-198.20834350585938,
44,3749,-298.4609069824219,-195.4166717529297,
44,3779,,,-193.2530059814453
45,3799,-44.5662956237793,-195.125,
45,3849,93.20980834960938,-191.125,
45,3863,,,-192.73500061035156
46,3899,-123.931640625,-194.0,
46,3947,,,-192.7469940185547
47,3949,-37.544593811035156,-193.7916717529297,
47,3999,-120.10630798339844,-194.1666717529297,
47,4031,,,-192.8350067138672
48,4049,-662.0232543945312,-194.125,
48,4099,-462.5543212890625,-194.20834350585938,
48,4115,,,-192.63999938964844
49,4149,-52.56517791748047,-195.7916717529297,
49,4199,-22.425811767578125,-188.0,
49,4199,,,-192.6269989013672
50,4249,69.51116180419922,-194.25,
50,4283,,,-192.4320068359375
51,4299,51.25104904174805,-194.7916717529297,
51,4349,18.736318588256836,-192.33334350585938,
51,4367,,,-192.70700073242188
52,4399,-110.2702865600586,-188.7916717529297,
