epoch,step,train/loss,train/reward,val/reward
0,49,32.01933288574219,-36.41666793823242,
0,83,,,-34.99300003051758
1,99,-43.701499938964844,-36.29166793823242,
1,149,-43.660743713378906,-34.583335876464844,
1,167,,,-34.54399871826172
2,199,-84.52980041503906,-35.25,
2,249,9.113388061523438,-34.375,
2,251,,,-34.362998962402344
3,299,-53.882652282714844,-36.5,
3,335,,,-34.02299880981445
4,349,16.000465393066406,-33.708335876464844,
4,399,-12.26688289642334,-34.833335876464844,
4,419,,,-34.53499984741211
5,449,5.096678256988525,-34.75,
5,499,-12.243534088134766,-33.708335876464844,
5,503,,,-34.22999954223633
6,549,-47.54444885253906,-35.54166793823242,
6,587,,,-33.93000030517578
7,599,-17.283222198486328,-34.75,
7,649,-12.648688316345215,-35.583335876464844,
7,671,,,-34.4900016784668
8,699,-35.80139923095703,-34.25,
8,749,-21.173730850219727,-34.04166793823242,
8,755,,,-34.01100158691406
9,799,-32.48436737060547,-35.5,
9,839,,,-34.25299835205078
10,849,-20.990222930908203,-35.708335876464844,
10,899,13.437395095825195,-33.125,
10,923,,,-33.76100158691406
11,949,-6.957923889160156,-33.54166793823242,
11,999,-17.772653579711914,-34.16666793823242,
11,1007,,,-33.887001037597656
12,1049,-21.648406982421875,-34.708335876464844,
12,1091,,,-33.89699935913086
13,1099,8.297669410705566,-34.0,
13,1149,-5.029043197631836,-34.04166793823242,
13,1175,,,-34.10900115966797
14,1199,-0.09261902421712875,-34.29166793823242,
14,1249,-1.578710913658142,-33.583335876464844,
14,1259,,,-33.75
15,1299,7.827516555786133,-34.208335876464844,
15,1343,,,-33.75
16,1349,-11.498912811279297,-33.54166793823242,
16,1399,-9.21457290649414,-33.79166793823242,
16,1427,,,-33.69200134277344
17,1449,-22.27240562438965,-34.458335876464844,
17,1499,-11.323982238769531,-34.0,
17,1511,,,-33.46500015258789
18,1549,-38.4503173828125,-34.708335876464844,
18,1595,,,-33.70899963378906
19,1599,-54.052330017089844,-33.458335876464844,
19,1649,-27.03931999206543,-34.41666793823242,
19,1679,,,-33.691001892089844
20,1699,-33.62617111206055,-34.0,
20,1749,-16.928874969482422,-33.458335876464844,
20,1763,,,-33.75400161743164
21,1799,-4.66351318359375,-33.54166793823242,
21,1847,,,-33.698001861572266
22,1849,-3.8514842987060547,-34.458335876464844,
22,1899,-39.175907135009766,-33.375,
22,1931,,,-33.472999572753906
23,1949,-24.71500015258789,-34.41666793823242,
23,1999,-2.815774440765381,-34.25,
23,2015,,,-33.439998626708984
24,2049,3.9787509441375732,-32.41666793823242,
24,2099,-41.697235107421875,-33.375,
24,2099,,,-33.595001220703125
25,2149,3.199815273284912,-33.708335876464844,
25,2183,,,-33.56999969482422
26,2199,-3.3046977519989014,-34.208335876464844,
26,2249,-23.85750961303711,-34.208335876464844,
26,2267,,,-33.584999084472656
27,2299,-21.608259201049805,-34.333335876464844,
27,2349,-7.493215084075928,-32.5,
27,2351,,,-33.553001403808594
28,2399,0.5120410919189453,-33.375,
28,2435,,,-33.625999450683594
29,2449,-20.936742782592773,-33.333335876464844,
29,2499,4.943013668060303,-32.833335876464844,
29,2519,,,-33.49100112915039
30,2549,-15.181428909301758,-32.958335876464844,
30,2599,-11.855692863464355,-33.54166793823242,
30,2603,,,-33.597999572753906
31,2649,-15.680898666381836,-33.625,
31,2687,,,-33.446998596191406
32,2699,11.199758529663086,-34.5,
32,2749,-14.6098051071167,-34.208335876464844,
32,2771,,,-33.42599868774414
33,2799,-59.73314666748047,-34.958335876464844,
33,2849,3.0692267417907715,-33.79166793823242,
33,2855,,,-33.41899871826172
34,2899,-7.2191619873046875,-33.833335876464844,
34,2939,,,-33.54899978637695
35,2949,-25.561107635498047,-34.458335876464844,
35,2999,26.46799087524414,-32.625,
35,3023,,,-33.55699920654297
36,3049,-14.20965576171875,-33.375,
36,3099,-77.32288360595703,-36.16666793823242,
36,3107,,,-33.83000183105469
37,3149,-1.8951213359832764,-33.125,
37,3191,,,-33.53900146484375
38,3199,-17.62139129638672,-35.16666793823242,
38,3249,-17.960025787353516,-34.208335876464844,
38,3275,,,-33.47800064086914
39,3299,-7.197328567504883,-34.083335876464844,
39,3349,-8.477449417114258,-32.708335876464844,
39,3359,,,-33.57500076293945
40,3399,-6.960567474365234,-33.583335876464844,
40,3443,,,-33.750999450683594
41,3449,-42.278953552246094,-35.29166793823242,
41,3499,16.77682876586914,-34.0,
41,3527,,,-33.79499816894531
42,3549,-14.880498886108398,-34.333335876464844,
42,3599,1.299919843673706,-33.54166793823242,
42,3611,,,-33.57600021362305
43,3649,-17.7252197265625,-34.91666793823242,
43,3695,,,-33.617000579833984
44,3699,-36.75048065185547,-34.583335876464844,
44,3749,-11.444244384765625,-33.833335876464844,
44,3779,,,-33.42100143432617
45,3799,14.108996391296387,-33.54166793823242,
45,3849,-12.060693740844727,-32.625,
45,3863,,,-33.367000579833984
46,3899,-8.227001190185547,-33.333335876464844,
46,3947,,,-33.430999755859375
47,3949,13.734546661376953,-32.958335876464844,
47,3999,-36.215301513671875,-33.958335876464844,
47,4031,,,-33.68600082397461
48,4049,-36.89494323730469,-34.75,
48,4099,2.147266387939453,-33.79166793823242,
48,4115,,,-33.35900115966797
49,4149,-24.011615753173828,-32.625,
49,4199,43.665924072265625,-33.125,
49,4199,,,-33.50199890136719
50,4249,7.015634059906006,-32.79166793823242,
50,4283,,,-33.297000885009766
51,4299,16.592405319213867,-33.125,
51,4349,-19.575511932373047,-33.5,
51,4367,,,-33.57099914550781
52,4399,-21.290245056152344,-33.29166793823242,
52,4449,-40.037574768066406,-34.66666793823242,
52,4451,,,-33.53300094604492
53,4499,2.299730062484741,-32.375,
53,4535,,,-33.349998474121094
54,4549,1.0343132019042969,-34.16666793823242,
54,4599,5.722234725952148,-33.91666793823242,
54,4619,,,-33.277000427246094
55,4649,5.204808712005615,-33.66666793823242,
55,4699,-50.658103942871094,-34.75,
55,4703,,,-33.34000015258789
56,4749,-17.531150817871094,-33.458335876464844,
56,4787,,,-33.30699920654297
57,4799,-17.8134708404541,-32.875,
57,4849,-32.12242889404297,-34.458335876464844,
57,4871,,,-33.4640007019043
58,4899,7.2899298667907715,-33.125,
58,4949,-24.040023803710938,-34.66666793823242,
58,4955,,,-33.308998107910156
59,4999,-45.50408172607422,-34.04166793823242,
59,5039,,,-33.36199951171875
60,5049,4.389138221740723,-33.708335876464844,
60,5099,-11.829320907592773,-32.875,
60,5123,,,-33.32699966430664
61,5149,-1.1335740089416504,-34.29166793823242,
61,5199,-34.59947204589844,-35.29166793823242,
61,5207,,,-33.39099884033203
62,5249,-43.968013763427734,-34.75,
62,5291,,,-33.5629997253418
63,5299,-16.314529418945312,-34.25,
63,5349,-17.345478057861328,-33.79166793823242,
63,5375,,,-33.42599868774414
64,5399,-6.809823513031006,-33.29166793823242,
64,5449,-20.395925521850586,-33.958335876464844,
64,5459,,,-33.38199996948242
65,5499,-2.9754111766815186,-34.66666793823242,
65,5543,,,-33.465999603271484
66,5549,0.4502083659172058,-32.75,
66,5599,-33.3731575012207,-34.25,
66,5627,,,-33.29100036621094
67,5649,-10.265045166015625,-33.91666793823242,
67,5699,-7.9990763664245605,-34.0,
67,5711,,,-33.321998596191406
68,5749,20.290111541748047,-32.458335876464844,
68,5795,,,-33.26300048828125
69,5799,8.962469100952148,-34.208335876464844,
69,5849,-15.267967224121094,-33.75,
69,5879,,,-33.257999420166016
70,5899,-29.737430572509766,-33.54166793823242,
70,5949,-16.0086727142334,-33.875,
70,5963,,,-33.2760009765625
71,5999,-9.512090682983398,-34.25,
71,6047,,,-33.36199951171875
72,6049,-4.963295936584473,-32.41666793823242,
72,6099,-20.410863876342773,-34.333335876464844,
72,6131,,,-33.382999420166016
