epoch,step,train/loss,train/reward,val/reward
0,49,934.3895263671875,-357.04168701171875,
0,83,,,-354.4909973144531
1,99,-178.13241577148438,-356.04168701171875,
1,149,-120.211669921875,-348.625,
1,167,,,-349.8080139160156
2,199,-1117.46630859375,-352.9583435058594,
2,249,235.51622009277344,-353.7083435058594,
2,251,,,-356.6130065917969
3,299,-932.0321044921875,-351.0833435058594,
3,335,,,-340.2309875488281
4,349,-1301.8153076171875,-354.16668701171875,
4,399,-2476.1005859375,-358.91668701171875,
4,419,,,-350.7820129394531
5,449,-3202.31787109375,-368.125,
5,499,-1568.945068359375,-353.375,
5,503,,,-346.09100341796875
6,549,-518.3280639648438,-337.79168701171875,
6,587,,,-340.3340148925781
7,599,-690.9356689453125,-344.7083435058594,
7,649,-1181.0072021484375,-351.91668701171875,
7,671,,,-346.1449890136719
8,699,-272.50006103515625,-343.5833435058594,
8,749,278.6221923828125,-336.8333435058594,
8,755,,,-334.3819885253906
9,799,-691.8704833984375,-343.5,
9,839,,,-339.7130126953125
10,849,-1029.60888671875,-339.25,
10,899,-3015.52294921875,-365.125,
10,923,,,-332.8280029296875
11,949,-579.4750366210938,-331.16668701171875,
11,999,-1166.168701171875,-341.0,
11,1007,,,-339.375
12,1049,-260.4508056640625,-336.7083435058594,
12,1091,,,-333.62200927734375
13,1099,-732.3790893554688,-338.25,
13,1149,-1276.2208251953125,-346.5,
13,1175,,,-337.968994140625
14,1199,-2705.51708984375,-342.54168701171875,
14,1249,-294.1838684082031,-335.79168701171875,
14,1259,,,-334.7149963378906
15,1299,-2699.76171875,-352.75,
15,1343,,,-335.6080017089844
16,1349,-942.2459716796875,-342.16668701171875,
16,1399,-672.0951538085938,-336.625,
16,1427,,,-333.7869873046875
17,1449,-1112.692138671875,-339.7083435058594,
17,1499,-280.5656433105469,-332.0833435058594,
17,1511,,,-335.9289855957031
18,1549,-1837.46142578125,-337.79168701171875,
18,1595,,,-333.59698486328125
19,1599,-1258.476318359375,-341.375,
19,1649,-924.07275390625,-337.91668701171875,
19,1679,,,-331.2070007324219
20,1699,-1191.7010498046875,-341.29168701171875,
20,1749,148.68881225585938,-332.79168701171875,
20,1763,,,-333.3710021972656
21,1799,-93.97654724121094,-335.54168701171875,
21,1847,,,-330.7760009765625
22,1849,-1223.408935546875,-337.29168701171875,
22,1899,-2530.334716796875,-350.29168701171875,
22,1931,,,-336.2019958496094
23,1949,-264.09130859375,-330.125,
23,1999,-851.412353515625,-337.2083435058594,
23,2015,,,-340.0580139160156
24,2049,-886.5145874023438,-339.75,
24,2099,-1182.697021484375,-341.75,
24,2099,,,-332.572998046875
25,2149,-1601.47265625,-345.125,
25,2183,,,-338.1029968261719
26,2199,-906.623291015625,-344.625,
26,2249,-2750.46533203125,-360.54168701171875,
26,2267,,,-340.5740051269531
27,2299,-1569.7200927734375,-341.91668701171875,
27,2349,-1064.214111328125,-341.54168701171875,
27,2351,,,-341.34600830078125
28,2399,-482.5146484375,-333.4583435058594,
28,2435,,,-336.5369873046875
29,2449,-620.3111572265625,-332.625,
29,2499,-523.2659912109375,-326.54168701171875,
29,2519,,,-329.47198486328125
30,2549,-442.6845397949219,-331.04168701171875,
