epoch,step,train/loss,train/reward,val/reward
0,49,18.372426986694336,-36.333335876464844,
0,83,,,-34.70199966430664
1,99,5.779510498046875,-34.083335876464844,
1,149,-11.69531536102295,-36.66666793823242,
1,167,,,-34.680999755859375
2,199,40.443607330322266,-32.54166793823242,
2,249,36.552513122558594,-34.208335876464844,
2,251,,,-34.16699981689453
3,299,15.948585510253906,-34.16666793823242,
3,335,,,-35.95500183105469
4,349,-71.62466430664062,-37.125,
4,399,-14.15546703338623,-35.083335876464844,
4,419,,,-33.87699890136719
5,449,-25.773815155029297,-35.333335876464844,
5,499,-44.13557052612305,-35.91666793823242,
5,503,,,-34.10200119018555
6,549,5.548900127410889,-34.25,
6,587,,,-33.845001220703125
7,599,-32.04572677612305,-34.16666793823242,
7,649,-49.15317916870117,-34.41666793823242,
7,671,,,-33.792999267578125
8,699,-16.958576202392578,-34.25,
8,749,-28.826383590698242,-34.41666793823242,
8,755,,,-33.61000061035156
9,799,-42.215518951416016,-33.91666793823242,
9,839,,,-33.90700149536133
10,849,-12.235240936279297,-33.833335876464844,
10,899,-3.3356833457946777,-34.91666793823242,
10,923,,,-34.00199890136719
11,949,-18.595361709594727,-33.29166793823242,
11,999,-7.957303524017334,-33.41666793823242,
11,1007,,,-33.56800079345703
12,1049,-16.437944412231445,-33.625,
12,1091,,,-33.645999908447266
13,1099,-26.1140193939209,-33.583335876464844,
13,1149,13.185720443725586,-34.0,
13,1175,,,-33.4370002746582
14,1199,-21.404699325561523,-34.375,
14,1249,-3.9726409912109375,-33.625,
14,1259,,,-33.54600143432617
15,1299,-25.336318969726562,-33.583335876464844,
15,1343,,,-33.51499938964844
16,1349,-16.64296531677246,-33.79166793823242,
16,1399,-2.755744457244873,-33.583335876464844,
16,1427,,,-33.79199981689453
17,1449,8.965497970581055,-34.125,
17,1499,-9.207274436950684,-33.958335876464844,
17,1511,,,-33.41299819946289
18,1549,-25.017980575561523,-34.54166793823242,
18,1595,,,-33.9900016784668
19,1599,-3.872844696044922,-33.54166793823242,
19,1649,-21.526775360107422,-34.5,
19,1679,,,-33.459999084472656
20,1699,-7.5614848136901855,-33.458335876464844,
20,1749,-13.771726608276367,-33.66666793823242,
20,1763,,,-33.45000076293945
21,1799,6.461962699890137,-35.125,
21,1847,,,-33.63999938964844
22,1849,34.11886978149414,-33.0,
22,1899,-1.3026123046875,-33.91666793823242,
22,1931,,,-33.57500076293945
23,1949,6.407596111297607,-32.66666793823242,
23,1999,-10.697307586669922,-33.875,
23,2015,,,-33.435001373291016
24,2049,-9.818155288696289,-34.833335876464844,
24,2099,25.243183135986328,-33.0,
24,2099,,,-33.42599868774414
25,2149,-12.05201244354248,-34.375,
25,2183,,,-33.36399841308594
26,2199,-12.481359481811523,-34.41666793823242,
26,2249,-1.2617664337158203,-33.125,
26,2267,,,-33.37099838256836
27,2299,1.022897720336914,-34.125,
27,2349,-25.128599166870117,-34.5,
27,2351,,,-33.42399978637695
28,2399,13.561717987060547,-33.375,
28,2435,,,-33.361000061035156
29,2449,-7.0873122215271,-34.41666793823242,
29,2499,-14.518037796020508,-32.958335876464844,
29,2519,,,-33.41899871826172
30,2549,3.5755462646484375,-33.54166793823242,
30,2599,-4.2318034172058105,-33.5,
30,2603,,,-33.44499969482422
31,2649,-10.759794235229492,-34.25,
31,2687,,,-33.54199981689453
32,2699,6.860897064208984,-33.66666793823242,
32,2749,-17.288156509399414,-34.16666793823242,
32,2771,,,-33.54399871826172
33,2799,18.162538528442383,-34.708335876464844,
33,2849,-2.18731951713562,-32.375,
33,2855,,,-33.547000885009766
34,2899,-31.44125747680664,-34.91666793823242,
34,2939,,,-33.51300048828125
35,2949,-35.651405334472656,-34.54166793823242,
35,2999,-2.962907314300537,-33.5,
35,3023,,,-33.50299835205078
36,3049,-6.079242706298828,-34.125,
36,3099,27.081167221069336,-33.91666793823242,
36,3107,,,-33.2599983215332
37,3149,12.625997543334961,-33.66666793823242,
37,3191,,,-33.34199905395508
38,3199,-15.234339714050293,-33.375,
38,3249,-2.8146719932556152,-33.0,
38,3275,,,-33.4630012512207
39,3299,3.2216506004333496,-33.5,
39,3349,6.3589324951171875,-33.75,
39,3359,,,-33.28799819946289
40,3399,-49.46794891357422,-35.0,
40,3443,,,-33.215999603271484
41,3449,-21.179004669189453,-33.708335876464844,
41,3499,-7.871985912322998,-34.583335876464844,
41,3527,,,-33.303001403808594
42,3549,-22.72126007080078,-34.5,
42,3599,-18.503265380859375,-33.54166793823242,
42,3611,,,-33.41699981689453
43,3649,-27.294485092163086,-34.625,
43,3695,,,-33.2859992980957
44,3699,5.921708583831787,-32.75,
44,3749,-19.678937911987305,-33.41666793823242,
44,3779,,,-33.34600067138672
45,3799,-6.939351558685303,-34.083335876464844,
45,3849,-56.77726364135742,-35.958335876464844,
45,3863,,,-33.191001892089844
46,3899,-14.245658874511719,-33.79166793823242,
46,3947,,,-33.2140007019043
47,3949,-6.939902305603027,-34.083335876464844,
47,3999,15.350053787231445,-33.708335876464844,
47,4031,,,-33.16400146484375
48,4049,6.235715389251709,-33.29166793823242,
48,4099,-2.0829086303710938,-33.75,
48,4115,,,-33.38999938964844
49,4149,3.9111762046813965,-33.375,
49,4199,-12.290924072265625,-34.0,
49,4199,,,-33.242000579833984
