epoch,step,train/loss,train/reward,val/reward
0,49,-103.23970794677734,-87.08333587646484,
0,83,,,-85.45800018310547
1,99,-61.860198974609375,-85.08333587646484,
1,149,54.87107849121094,-85.75,
1,167,,,-84.63400268554688
2,199,-73.59130096435547,-86.75,
2,249,-164.74862670898438,-87.33333587646484,
2,251,,,-85.87300109863281
3,299,-67.75260925292969,-86.16667175292969,
3,335,,,-85.40499877929688
4,349,-101.38652038574219,-85.95833587646484,
4,399,-60.579925537109375,-87.125,
4,419,,,-85.58200073242188
5,449,-14.438131332397461,-85.125,
5,499,25.724597930908203,-85.25,
5,503,,,-85.11299896240234
6,549,0.875213623046875,-85.20833587646484,
6,587,,,-85.25299835205078
7,599,49.08639144897461,-85.41667175292969,
7,649,222.00584411621094,-83.75,
7,671,,,-84.53700256347656
8,699,-63.40711212158203,-85.16667175292969,
8,749,-118.83528900146484,-82.375,
8,755,,,-84.66699981689453
9,799,40.2772102355957,-84.66667175292969,
9,839,,,-84.68000030517578
10,849,37.10600280761719,-84.0,
10,899,-52.63458251953125,-86.375,
10,923,,,-84.33899688720703
11,949,79.29690551757812,-84.79167175292969,
11,999,-25.875347137451172,-85.58333587646484,
11,1007,,,-84.12300109863281
12,1049,-160.71563720703125,-87.66667175292969,
12,1091,,,-83.96399688720703
13,1099,-71.94712829589844,-84.0,
13,1149,-108.4503402709961,-85.75,
13,1175,,,-85.0479965209961
14,1199,-123.04966735839844,-86.04167175292969,
14,1249,-85.69303894042969,-86.54167175292969,
14,1259,,,-83.96299743652344
15,1299,-6.328574180603027,-85.5,
15,1343,,,-83.89299774169922
16,1349,-192.1156005859375,-85.5,
16,1399,-127.5738525390625,-84.95833587646484,
16,1427,,,-84.00800323486328
17,1449,-37.18440628051758,-83.375,
17,1499,-83.86714172363281,-85.41667175292969,
17,1511,,,-85.21800231933594
18,1549,-157.83175659179688,-85.16667175292969,
18,1595,,,-84.4990005493164
19,1599,23.261198043823242,-85.33333587646484,
19,1649,-6.8142547607421875,-84.125,
19,1679,,,-84.04199981689453
20,1699,80.5149154663086,-85.20833587646484,
20,1749,-79.88158416748047,-84.875,
20,1763,,,-83.68900299072266
21,1799,-392.22210693359375,-86.625,
21,1847,,,-83.58399963378906
22,1849,-266.45526123046875,-85.58333587646484,
22,1899,-104.38751220703125,-84.04167175292969,
22,1931,,,-83.70099639892578
23,1949,-58.5291748046875,-83.20833587646484,
