epoch,step,train/loss,train/reward,val/reward
0,7,,,-354.2229919433594
1,15,,,-321.3399963378906
2,23,,,-320.49200439453125
3,31,,,-319.927001953125
4,39,,,-319.6419982910156
5,47,,,-318.9649963378906
6,49,-7.399754047393799,-324.45703125,
6,55,,,-319.2080078125
7,63,,,-319.8869934082031
8,71,,,-318.156005859375
9,79,,,-319.6300048828125
10,87,,,-320.00799560546875
11,95,,,-320.0480041503906
12,99,-7.562647819519043,-316.1328125,
12,103,,,-320.0320129394531
13,111,,,-318.60699462890625
14,119,,,-319.6199951171875
15,127,,,-319.656005859375
16,135,,,-319.7770080566406
17,143,,,-320.0039978027344
18,149,-1.365722894668579,-318.921875,
18,151,,,-319.7300109863281
19,159,,,-319.8550109863281
20,167,,,-320.7300109863281
21,175,,,-319.7510070800781
22,183,,,-319.4700012207031
23,191,,,-320.69500732421875
24,199,0.06359805166721344,-319.54327392578125,
24,199,,,-320.17498779296875
25,207,,,-318.9219970703125
26,215,,,-319.9679870605469
27,223,,,-319.3160095214844
28,231,,,-319.1659851074219
29,239,,,-319.4110107421875
30,247,,,-319.760986328125
31,249,-10.937946319580078,-320.99609375,
31,255,,,-319.875
32,263,,,-319.8009948730469
33,271,,,-319.9209899902344
34,279,,,-319.7869873046875
35,287,,,-319.7860107421875
36,295,,,-319.9179992675781
37,299,-19.5399169921875,-323.33984375,
37,303,,,-320.7380065917969
38,311,,,-320.3240051269531
39,319,,,-320.093994140625
