epoch,step,train/loss,train/reward,val/reward
40,3443,,,-39.27799987792969
41,3449,-236.2395477294922,-36.41666793823242,
41,3499,-209.086181640625,-35.875,
41,3527,,,-39.27799987792969
42,3549,-261.850830078125,-35.125,
42,3599,-282.2579345703125,-36.29166793823242,
42,3611,,,-39.27799987792969
43,3649,-323.8863525390625,-36.958335876464844,
43,3695,,,-39.27799987792969
44,3699,-336.9013366699219,-38.25,
44,3749,-405.3233337402344,-37.375,
44,3779,,,-39.27799987792969
45,3799,-297.5859375,-37.04166793823242,
45,3849,-274.49249267578125,-35.79166793823242,
45,3863,,,-39.27799987792969
46,3899,-267.1600036621094,-35.5,
46,3947,,,-39.27799987792969
47,3949,-268.741943359375,-36.375,
47,3999,-190.20616149902344,-36.04166793823242,
47,4031,,,-39.27799987792969
48,4049,-244.5065155029297,-35.5,
48,4099,-315.5628662109375,-36.29166793823242,
48,4115,,,-39.27799987792969
49,4149,-264.1775207519531,-36.583335876464844,
49,4199,-431.3155517578125,-38.0,
49,4199,,,-39.27799987792969
50,4249,-334.5615539550781,-36.625,
50,4283,,,-39.27799987792969
51,4299,-296.501708984375,-36.125,
51,4349,-256.9715576171875,-36.625,
51,4367,,,-39.27799987792969
52,4399,-248.168212890625,-35.375,
52,4449,-291.1831970214844,-36.79166793823242,
52,4451,,,-39.27799987792969
53,4499,-284.4373779296875,-36.875,
53,4535,,,-39.27799987792969
54,4549,-313.96014404296875,-37.25,
54,4599,-325.18121337890625,-36.75,
54,4619,,,-39.27799987792969
55,4649,-198.70761108398438,-35.875,
55,4699,-287.7958679199219,-36.29166793823242,
55,4703,,,-39.27799987792969
56,4749,-341.79443359375,-38.5,
56,4787,,,-39.27799987792969
57,4799,-410.23651123046875,-39.375,
57,4849,-247.1639862060547,-35.16666793823242,
57,4871,,,-39.27799987792969
58,4899,-371.60797119140625,-36.625,
58,4949,-197.29833984375,-35.66666793823242,
58,4955,,,-39.27799987792969
59,4999,-405.8746032714844,-39.125,
59,5039,,,-39.27799987792969
60,5049,-203.394287109375,-36.375,
60,5099,-287.39556884765625,-36.91666793823242,
60,5123,,,-39.27799987792969
61,5149,-211.5150146484375,-36.66666793823242,
61,5199,-281.03924560546875,-36.375,
61,5207,,,-39.27799987792969
62,5249,-281.27587890625,-37.333335876464844,
62,5291,,,-39.27799987792969
63,5299,-107.06797790527344,-36.083335876464844,
63,5349,-203.28720092773438,-36.458335876464844,
63,5375,,,-39.27799987792969
64,5399,-259.66778564453125,-35.375,
64,5449,-205.6021728515625,-36.25,
64,5459,,,-39.27799987792969
65,5499,-154.36802673339844,-35.66666793823242,
65,5543,,,-39.27799987792969
66,5549,-200.16534423828125,-36.083335876464844,
66,5599,-210.83688354492188,-35.41666793823242,
66,5627,,,-39.27799987792969
67,5649,-221.5712890625,-36.958335876464844,
67,5699,-206.62020874023438,-35.54166793823242,
67,5711,,,-39.27799987792969
68,5749,-188.56109619140625,-35.458335876464844,
68,5795,,,-39.27799987792969
69,5799,-112.66888427734375,-35.29166793823242,
69,5849,-78.97087860107422,-34.333335876464844,
69,5879,,,-39.27799987792969
70,5899,-338.47705078125,-37.54166793823242,
70,5949,-285.3865661621094,-35.875,
70,5963,,,-39.27799987792969
71,5999,-338.2674560546875,-37.208335876464844,
71,6047,,,-39.27799987792969
72,6049,-258.9164123535156,-36.625,
72,6099,-210.45272827148438,-34.708335876464844,
72,6131,,,-39.27799987792969
73,6149,-328.24993896484375,-38.0,
73,6199,-300.1260681152344,-36.79166793823242,
73,6215,,,-39.27799987792969
74,6249,-230.0316619873047,-36.29166793823242,
74,6299,-403.43377685546875,-38.25,
74,6299,,,-39.27799987792969
75,6349,-368.46826171875,-37.333335876464844,
75,6383,,,-39.27799987792969
76,6399,-227.86143493652344,-36.41666793823242,
76,6449,-294.3540954589844,-36.833335876464844,
76,6467,,,-39.27799987792969
77,6499,-308.55975341796875,-35.875,
77,6549,-181.76730346679688,-34.833335876464844,
77,6551,,,-39.27799987792969
78,6599,-322.1484069824219,-36.875,
78,6635,,,-39.27799987792969
79,6649,-261.5704040527344,-36.0,
79,6699,-292.5561218261719,-36.41666793823242,
79,6719,,,-39.27799987792969
80,6749,-258.8044128417969,-37.04166793823242,
80,6799,-222.37234497070312,-37.0,
80,6803,,,-39.27799987792969
81,6849,-327.30908203125,-36.083335876464844,
81,6887,,,-39.27799987792969
82,6899,-195.532470703125,-36.04166793823242,
82,6949,-180.83164978027344,-34.5,
82,6971,,,-39.27799987792969
83,6999,-386.403564453125,-37.125,
83,7049,-154.69297790527344,-35.29166793823242,
83,7055,,,-39.27799987792969
84,7099,-354.81884765625,-37.25,
84,7139,,,-39.27799987792969
85,7149,-306.0459899902344,-35.5,
85,7199,-261.70269775390625,-35.833335876464844,
85,7223,,,-39.27799987792969
86,7249,-257.65643310546875,-37.16666793823242,
86,7299,-346.763671875,-37.375,
86,7307,,,-39.27799987792969
87,7349,-230.4032440185547,-36.583335876464844,
87,7391,,,-39.27799987792969
88,7399,-302.04248046875,-36.208335876464844,
88,7449,-232.10581970214844,-35.125,
88,7475,,,-39.27799987792969
89,7499,-268.91680908203125,-36.958335876464844,
89,7549,-371.62774658203125,-37.79166793823242,
89,7559,,,-39.27799987792969
90,7599,-252.5620574951172,-36.16666793823242,
90,7643,,,-39.27799987792969
91,7649,-388.97686767578125,-37.66666793823242,
91,7699,-165.47137451171875,-35.083335876464844,
91,7727,,,-39.27799987792969
92,7749,-224.44546508789062,-36.04166793823242,
92,7799,-135.45724487304688,-34.958335876464844,
92,7811,,,-39.27799987792969
93,7849,-142.4250946044922,-35.375,
93,7895,,,-39.27799987792969
94,7899,-276.87872314453125,-36.75,
94,7949,-244.08639526367188,-36.54166793823242,
94,7979,,,-39.27799987792969
95,7999,-310.10357666015625,-35.91666793823242,
95,8049,-216.5523681640625,-35.875,
95,8063,,,-39.27799987792969
96,8099,-224.902099609375,-36.25,
96,8147,,,-39.27799987792969
97,8149,-117.21508026123047,-34.708335876464844,
97,8199,-329.8144226074219,-36.75,
97,8231,,,-39.27799987792969
98,8249,-292.65252685546875,-36.66666793823242,
98,8299,-223.06436157226562,-35.79166793823242,
98,8315,,,-39.27799987792969
99,8349,-238.6184539794922,-36.5,
99,8399,-124.70246887207031,-34.875,
99,8399,,,-39.27799987792969
