ma1,ma2,ma3,ma4,ma5,ma6
6.15625,14.28125,9.0625,7.625,10.40625,10.46875
6.1875,13.75,8.4375,8.15625,11.125,10.34375
6.4375,14.28125,9.09375,7.59375,10.875,9.71875
6.03125,14.28125,8.59375,8.09375,10.6875,10.3125
6.1875,13.15625,9.28125,8.71875,9.5,11.15625
6.34375,13.875,8.59375,8.4375,11.15625,9.59375
6.6875,14.59375,8.59375,7.96875,9.84375,10.3125
5.875,14.53125,8.40625,7.5,10.9375,10.75
6.3125,13.84375,9.375,7.78125,9.84375,10.84375
5.96875,13.9375,8.25,8.3125,10.46875,11.0625
6.25,13.75,8.78125,7.65625,10.625,10.9375
6.34375,13.78125,8.125,7.8125,10.53125,11.40625
6.34375,13.4375,8.0625,7.875,10.8125,11.46875
7.3125,13.71875,8.28125,7.59375,10.8125,10.28125
6.8125,14.125,8.6875,7.90625,9.5625,10.90625
