min_makespan,avg_makespan,max_makespan,elapsed,total_errors,total_error,total_error_p,multi_p,seq_p,infeas_rate,multi_rate,seq_rate,amf_infeas,amt_infeas_p,total_errors_fix,total_error_fix,total_error_p_fix,multi_p_fix,seq_p_fix,infeas_rate_fix,multi_rate_fix,seq_rate_fix,amf_infeas_fix,amt_infeas_p_fix
60.0,72.6875,89.0,6.846738817868754,18,18,0.5625,0.0,0.5625,0.010227272727272729,0.0,0.010227272727272729,16,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
58.0,72.34375,89.0,6.7572556040249765,23,23,0.71875,0.0,0.71875,0.01306818181818182,0.0,0.01306818181818182,12,37.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
62.0,73.34375,85.0,6.847551997983828,18,18,0.5625,0.0,0.5625,0.010227272727272729,0.0,0.010227272727272729,14,43.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
60.0,70.65625,84.0,6.668316958937794,19,19,0.59375,0.0,0.59375,0.010795454545454547,0.0,0.010795454545454547,15,46.875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
59.0,72.875,85.0,7.349282463081181,22,22,0.6875,0.0,0.6875,0.012500000000000002,0.0,0.012500000000000002,11,34.375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
57.0,69.84375,88.0,7.144117740914226,21,21,0.65625,0.0,0.65625,0.011931818181818184,0.0,0.011931818181818184,13,40.625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
59.0,75.5625,101.0,6.486265720101073,29,29,0.90625,0.0,0.90625,0.01647727272727273,0.0,0.01647727272727273,8,25.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
58.0,71.84375,86.0,6.495590006001294,21,21,0.65625,0.0,0.65625,0.011931818181818184,0.0,0.011931818181818184,12,37.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
60.0,75.71875,92.0,7.169076618971303,28,28,0.875,0.0,0.875,0.01590909090909091,0.0,0.01590909090909091,10,31.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
58.0,71.9375,90.0,7.247641532914713,18,18,0.5625,0.0,0.5625,0.010227272727272729,0.0,0.010227272727272729,15,46.875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
58.0,72.1875,89.0,7.300125489011407,26,26,0.8125,0.0,0.8125,0.014772727272727276,0.0,0.014772727272727276,10,31.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
61.0,70.9375,80.0,7.26298688701354,21,21,0.65625,0.0,0.65625,0.011931818181818184,0.0,0.011931818181818184,12,37.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
60.0,72.40625,92.0,6.638639494078234,14,14,0.4375,0.0,0.4375,0.007954545454545455,0.0,0.007954545454545455,19,59.375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
