min_makespan,avg_makespan,max_makespan,elapsed,total_errors,total_error,total_error_p,multi_p,seq_p,infeas_rate,multi_rate,seq_rate,amf_infeas,amt_infeas_p,total_errors_fix,total_error_fix,total_error_p_fix,multi_p_fix,seq_p_fix,infeas_rate_fix,multi_rate_fix,seq_rate_fix,amf_infeas_fix,amt_infeas_p_fix,busy_count
56.0,71.40625,91.0,4.311923862900585,17,17,0.53125,0.0,0.53125,0.00965909090909091,0.0,0.00965909090909091,17,53.125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5579
57.0,73.34375,90.0,3.92265467508696,19,19,0.59375,0.0,0.59375,0.010795454545454547,0.0,0.010795454545454547,17,53.125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5341
55.0,72.53125,89.0,4.280157480156049,27,27,0.84375,0.0,0.84375,0.015340909090909093,0.0,0.015340909090909093,13,40.625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5352
64.0,71.0625,83.0,4.294106196146458,19,19,0.59375,0.0,0.59375,0.010795454545454546,0.0,0.010795454545454546,18,56.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5449
60.0,73.0,90.0,3.808178984094411,23,23,0.71875,0.0,0.71875,0.01306818181818182,0.0,0.01306818181818182,15,46.875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5518
56.0,69.28125,79.0,3.7952308328822255,22,22,0.6875,0.0,0.6875,0.012500000000000002,0.0,0.012500000000000002,16,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5379
62.0,73.09375,93.0,3.7876170070376247,24,24,0.75,0.0,0.75,0.01363636363636364,0.0,0.01363636363636364,14,43.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5253
61.0,72.65625,92.0,3.7908557029441,22,22,0.6875,0.0,0.6875,0.012500000000000002,0.0,0.012500000000000002,16,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5324
61.0,73.5,86.0,3.801148780854419,16,16,0.5,0.0,0.5,0.009090909090909092,0.0,0.009090909090909092,17,53.125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5338
60.0,72.65625,92.0,3.7923276179935783,12,12,0.375,0.0,0.375,0.006818181818181819,0.0,0.006818181818181819,24,75.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5451
59.0,72.90625,92.0,3.8134612299036235,15,15,0.46875,0.0,0.46875,0.008522727272727274,0.0,0.008522727272727274,18,56.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5404
60.0,71.0,93.0,3.806654345942661,12,12,0.375,0.0,0.375,0.006818181818181819,0.0,0.006818181818181819,21,65.625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5458
58.0,69.96875,84.0,3.822772526880726,15,15,0.46875,0.0,0.46875,0.008522727272727274,0.0,0.008522727272727274,20,62.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5491
62.0,71.84375,91.0,3.802822121884674,19,19,0.59375,0.0,0.59375,0.010795454545454547,0.0,0.010795454545454547,16,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5406
59.0,72.1875,85.0,3.8089742849115282,17,17,0.53125,0.0,0.53125,0.00965909090909091,0.0,0.00965909090909091,17,53.125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5412
62.0,71.53125,86.0,3.802038775058463,19,19,0.59375,0.0,0.59375,0.010795454545454547,0.0,0.010795454545454547,17,53.125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5468
60.0,71.59375,87.0,3.813637023093179,20,20,0.625,0.0,0.625,0.011363636363636366,0.0,0.011363636363636366,17,53.125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5477
55.0,71.9375,102.0,3.805625061970204,20,20,0.625,0.0,0.625,0.011363636363636366,0.0,0.011363636363636366,17,53.125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5333
63.0,74.21875,95.0,3.8232073590625077,18,18,0.5625,0.0,0.5625,0.010227272727272729,0.0,0.010227272727272729,17,53.125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5328
55.0,71.0625,95.0,3.8281046978663653,14,14,0.4375,0.0,0.4375,0.007954545454545455,0.0,0.007954545454545455,19,59.375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5307
54.0,71.9375,86.0,3.8991159710567445,17,17,0.53125,0.0,0.53125,0.00965909090909091,0.0,0.00965909090909091,16,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5469
58.0,72.6875,95.0,3.891287209931761,23,23,0.71875,0.0,0.71875,0.01306818181818182,0.0,0.01306818181818182,12,37.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5372
60.0,72.1875,93.0,3.884834568016231,27,27,0.84375,0.0,0.84375,0.015340909090909094,0.0,0.015340909090909094,12,37.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5338
54.0,75.15625,98.0,3.896017311140895,21,21,0.65625,0.0,0.65625,0.011931818181818184,0.0,0.011931818181818184,15,46.875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5329
57.0,70.65625,94.0,3.8235355699434876,20,20,0.625,0.0,0.625,0.011363636363636366,0.0,0.011363636363636366,16,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5425
60.0,70.78125,84.0,3.825646912911907,21,21,0.65625,0.0,0.65625,0.011931818181818184,0.0,0.011931818181818184,15,46.875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,5526
