ma1,ma2,ma3,ma4,ma5,ma6,ma7,ma8,ma9,ma10
27.125,8.59375,8.40625,12.53125,17.53125,6.21875,25.53125,8.9375,20.5625,14.5625
25.90625,8.6875,9.15625,14.15625,18.03125,6.0,23.78125,9.0625,21.34375,13.875
27.625,8.09375,9.71875,13.25,17.9375,5.625,23.96875,8.53125,22.09375,13.15625
28.46875,8.53125,8.9375,13.09375,18.1875,6.75,24.8125,8.71875,19.625,12.875
27.375,8.59375,9.4375,12.125,16.84375,6.0,25.90625,9.15625,21.03125,13.53125
27.40625,8.4375,8.0625,13.6875,17.21875,5.875,24.75,9.25,21.34375,13.96875
28.28125,7.6875,8.84375,12.6875,17.25,5.78125,25.3125,8.75,21.9375,13.46875
26.09375,9.0,8.59375,12.78125,18.71875,6.21875,24.40625,9.25,21.5625,13.375
28.875,8.3125,8.46875,13.375,16.53125,6.21875,25.59375,8.5,20.84375,13.28125
26.71875,7.90625,9.28125,13.59375,17.8125,6.0625,24.0,8.84375,21.8125,13.96875
27.46875,7.53125,9.0625,12.875,17.28125,6.0,24.71875,9.4375,22.0625,13.5625
27.5,8.25,9.5,12.65625,17.1875,5.71875,25.125,9.15625,21.59375,13.3125
28.125,7.65625,9.25,13.375,17.65625,6.09375,24.46875,9.1875,20.78125,13.40625
27.03125,8.125,7.65625,12.9375,17.625,5.75,26.34375,9.28125,21.375,13.875
26.375,8.15625,9.5,12.8125,18.21875,6.03125,24.5625,9.3125,20.875,14.15625
27.03125,7.78125,9.3125,12.40625,17.96875,5.875,25.5625,9.21875,20.6875,14.15625
27.4375,8.6875,9.46875,12.84375,17.46875,5.8125,25.03125,9.0,21.0,13.25
27.71875,7.625,9.40625,12.96875,17.71875,5.59375,25.15625,9.15625,21.15625,13.5
28.125,8.125,8.5,12.96875,17.75,5.875,25.09375,9.125,21.15625,13.28125
27.75,8.5,9.40625,11.375,17.6875,6.6875,24.03125,9.34375,21.125,14.09375
29.65625,7.40625,8.40625,13.21875,17.5625,5.9375,25.0625,8.6875,20.78125,13.28125
29.03125,8.09375,8.59375,12.625,17.25,6.1875,24.3125,8.8125,21.53125,13.5625
27.96875,8.59375,9.15625,12.5625,17.71875,5.84375,24.1875,8.90625,22.0625,13.0
27.125,8.1875,8.34375,13.3125,16.96875,5.9375,24.875,9.59375,22.53125,13.125
28.6875,8.5625,8.96875,12.0,18.8125,5.6875,24.28125,8.1875,20.96875,13.84375
28.5625,8.125,9.53125,12.875,17.53125,6.0,25.34375,8.15625,20.28125,13.59375
26.875,8.0625,9.15625,13.40625,18.09375,6.09375,25.125,9.375,20.90625,12.90625
27.6875,8.5,9.0625,12.59375,17.84375,5.625,24.875,10.25,20.40625,13.15625
27.625,8.25,8.8125,13.09375,18.0,5.46875,25.46875,9.3125,20.9375,13.03125
28.40625,8.53125,8.84375,12.90625,16.90625,5.8125,25.6875,8.75,20.4375,13.71875
27.1875,8.375,8.4375,12.1875,17.84375,5.59375,25.53125,9.4375,21.71875,13.6875
28.71875,7.9375,8.0,12.09375,18.5,5.59375,25.5,9.5,20.09375,14.0625
27.40625,7.6875,9.3125,12.78125,17.5,5.84375,24.5,8.90625,22.09375,13.96875
27.3125,8.0,8.78125,12.875,18.125,6.375,25.4375,8.71875,20.84375,13.53125
27.40625,8.3125,8.75,13.09375,17.28125,5.8125,25.375,9.0,21.09375,13.875
27.03125,8.34375,8.6875,13.21875,17.9375,6.0,26.0625,8.96875,20.09375,13.65625
26.96875,8.09375,8.21875,13.09375,18.59375,5.65625,25.1875,9.3125,21.4375,13.4375
27.5,7.40625,9.1875,13.53125,18.84375,6.03125,24.53125,8.5625,20.5625,13.84375
27.4375,8.34375,9.21875,12.09375,18.8125,5.59375,25.15625,8.4375,20.96875,13.9375
27.65625,8.5625,8.8125,13.0625,17.5,5.75,24.8125,8.875,21.90625,13.0625
29.34375,7.28125,9.0,12.65625,16.75,6.28125,24.875,8.15625,21.5,14.15625
27.09375,9.03125,7.875,12.84375,18.21875,5.59375,25.21875,9.59375,20.9375,13.59375
27.21875,8.0,8.8125,13.5,18.125,5.875,25.375,9.15625,21.1875,12.75
27.96875,8.625,8.6875,13.59375,16.84375,5.65625,25.03125,8.6875,21.1875,13.71875
28.0625,8.71875,9.375,12.1875,16.40625,5.71875,25.5,9.21875,21.3125,13.5
27.4375,8.0625,9.09375,13.25,17.78125,6.71875,24.5,9.59375,20.6875,12.875
27.5,7.8125,8.625,13.3125,17.15625,6.3125,25.40625,8.78125,21.53125,13.5625
27.46875,8.25,8.65625,12.96875,17.53125,5.5,25.625,9.09375,21.28125,13.625
27.40625,8.59375,8.65625,12.9375,15.6875,6.25,25.65625,10.09375,21.21875,13.5
26.53125,7.40625,8.46875,12.09375,18.8125,5.53125,25.96875,8.71875,21.9375,14.53125
28.21875,8.25,8.5,13.0625,17.625,6.0625,25.375,9.4375,20.75,12.71875
26.25,8.3125,9.3125,12.40625,18.875,5.78125,24.0,9.59375,22.15625,13.3125
28.46875,8.03125,8.09375,13.15625,17.8125,6.03125,24.03125,8.6875,21.78125,13.90625
27.4375,8.125,7.8125,12.9375,18.3125,6.40625,24.53125,9.84375,21.375,13.21875
27.46875,8.0,9.0625,12.9375,17.59375,6.0625,26.0625,8.8125,20.90625,13.09375
27.90625,8.375,8.53125,12.59375,18.15625,6.125,24.84375,9.125,20.75,13.59375
26.4375,8.28125,8.5,13.53125,18.09375,5.46875,26.0,9.25,20.65625,13.78125
26.96875,8.15625,8.65625,12.90625,17.8125,5.9375,24.8125,9.25,20.875,14.625
26.8125,7.84375,8.71875,12.09375,18.40625,5.875,25.09375,9.9375,21.59375,13.625
27.03125,8.0,9.40625,13.625,17.96875,6.0625,24.625,9.0,21.125,13.15625
28.0,7.625,8.8125,12.25,17.84375,5.46875,25.9375,9.5625,20.21875,14.28125
27.53125,8.15625,9.0625,13.25,17.4375,5.84375,25.59375,8.90625,20.65625,13.5625
27.1875,7.40625,8.875,13.15625,18.03125,6.40625,24.0,9.1875,21.96875,13.78125
27.34375,7.4375,8.75,13.25,18.15625,5.4375,24.71875,8.34375,21.28125,15.28125
28.625,8.5,9.46875,12.53125,17.84375,5.75,24.375,9.15625,20.15625,13.59375
27.53125,8.03125,9.0,13.53125,18.0,5.46875,24.21875,9.15625,20.90625,14.15625
28.34375,7.5,7.9375,12.46875,18.625,5.4375,25.9375,9.625,20.84375,13.28125
27.53125,7.90625,9.125,12.96875,18.46875,5.96875,25.0625,9.0,20.34375,13.625
27.6875,7.09375,8.65625,12.53125,18.09375,6.40625,25.375,9.3125,20.71875,14.125
26.90625,8.6875,8.3125,12.5,17.59375,6.1875,24.71875,9.21875,21.625,14.25
27.96875,8.15625,9.15625,12.34375,17.375,6.0625,26.0,9.21875,20.875,12.84375
27.03125,7.90625,8.375,13.21875,17.3125,5.8125,24.125,9.09375,22.625,14.5
26.875,8.125,8.90625,13.0,18.8125,5.84375,23.90625,8.96875,21.1875,14.375
27.21875,8.5625,9.40625,13.25,16.90625,5.75,25.625,8.9375,20.90625,13.4375
27.59375,8.375,9.1875,13.5625,18.5,6.03125,23.53125,9.25,20.8125,13.15625
28.0625,8.0,8.59375,12.96875,18.28125,6.1875,24.5625,8.78125,19.84375,14.71875
27.90625,7.8125,9.4375,13.0625,17.0,5.8125,24.46875,9.90625,21.28125,13.3125
26.84375,9.0,8.40625,12.3125,18.09375,5.90625,25.375,9.59375,20.59375,13.875
27.09375,8.34375,8.625,12.4375,17.78125,5.8125,25.25,9.5625,21.25,13.84375
28.71875,8.5,8.71875,13.03125,17.25,5.5625,24.84375,9.46875,21.6875,12.21875
27.28125,8.15625,8.8125,12.59375,18.09375,5.125,24.5,9.875,22.0625,13.5
26.40625,8.4375,8.84375,12.59375,17.5,6.125,24.84375,9.96875,21.21875,14.0625
27.375,8.0625,8.65625,13.375,18.125,5.75,24.46875,9.09375,21.03125,14.0625
26.53125,8.5,9.9375,12.53125,17.9375,5.71875,24.3125,9.21875,21.21875,14.09375
26.53125,8.28125,8.90625,12.21875,18.34375,6.15625,24.71875,10.09375,21.03125,13.71875
26.75,8.15625,9.5,13.59375,17.25,6.375,23.75,9.5625,21.3125,13.75
28.375,7.875,8.9375,13.25,17.46875,5.65625,25.03125,9.28125,21.0625,13.0625
27.625,7.9375,9.0625,13.0625,17.21875,6.03125,24.875,9.15625,20.84375,14.1875
27.28125,8.6875,8.53125,13.34375,17.5,5.90625,25.59375,9.09375,21.3125,12.75
27.71875,8.78125,9.0,12.875,17.3125,5.53125,24.96875,8.6875,21.53125,13.59375
27.65625,8.375,8.5625,12.21875,18.53125,5.65625,26.0625,9.03125,20.03125,13.875
26.96875,8.125,8.6875,12.84375,17.0,5.9375,25.28125,8.875,22.0,14.28125
28.375,7.96875,9.40625,12.21875,17.90625,6.21875,25.71875,9.21875,19.53125,13.4375
27.40625,8.3125,8.5625,13.09375,17.0625,6.03125,26.21875,8.90625,21.15625,13.25
27.78125,8.34375,9.0,12.96875,16.96875,5.25,25.90625,9.21875,21.21875,13.34375
27.84375,8.75,8.125,12.59375,17.5625,5.78125,26.40625,9.3125,20.15625,13.46875
26.9375,8.6875,8.96875,12.5625,17.375,5.90625,24.09375,9.5,22.125,13.84375
28.3125,6.6875,8.3125,12.84375,18.1875,5.96875,24.90625,9.21875,22.0625,13.5
26.78125,7.5625,9.09375,12.78125,16.6875,6.9375,25.25,9.59375,21.46875,13.84375
27.0625,8.5625,8.5625,12.375,18.25,5.78125,24.90625,9.65625,21.125,13.71875
27.78125,7.84375,8.65625,13.21875,16.9375,5.15625,25.34375,9.40625,22.25,13.40625
27.25,7.625,9.125,13.78125,17.6875,5.8125,25.59375,8.6875,21.0,13.4375
27.1875,8.0,8.59375,12.03125,18.40625,6.21875,25.125,9.875,21.25,13.3125
28.53125,9.03125,8.53125,12.21875,18.125,5.6875,24.875,8.96875,20.53125,13.5
28.09375,8.8125,7.875,12.40625,17.84375,5.125,27.0625,9.09375,20.5625,13.125
26.90625,7.75,8.90625,13.4375,18.34375,5.1875,26.28125,8.90625,20.71875,13.5625
27.1875,8.5,8.625,13.4375,17.59375,6.34375,25.625,8.6875,20.46875,13.53125
26.90625,7.46875,8.625,12.53125,19.65625,5.5,25.03125,9.90625,20.28125,14.09375
27.9375,7.78125,9.21875,12.15625,17.71875,6.0,25.90625,9.15625,20.625,13.5
27.78125,8.1875,9.03125,12.0,17.75,5.8125,25.875,8.625,20.375,14.5625
27.1875,7.65625,8.5,12.40625,18.6875,5.375,24.625,9.625,22.3125,13.625
26.53125,8.28125,8.875,12.5,17.40625,6.0,25.9375,9.09375,21.0,14.375
27.09375,8.375,8.875,12.5625,18.59375,6.375,24.65625,8.90625,20.65625,13.90625
28.40625,7.71875,8.4375,13.0625,17.90625,6.5,25.78125,8.6875,20.46875,13.03125
27.90625,7.96875,9.1875,13.0,17.40625,5.875,25.46875,8.78125,20.78125,13.625
27.25,8.0625,9.0,12.90625,16.96875,6.09375,25.28125,9.125,21.65625,13.65625
27.0,8.125,9.84375,13.03125,17.78125,6.5,24.5,8.6875,20.5625,13.96875
28.1875,8.03125,8.6875,13.03125,16.65625,6.65625,24.71875,9.71875,21.84375,12.46875
27.6875,8.71875,9.3125,12.34375,18.0625,5.65625,24.03125,9.65625,21.0,13.53125
28.5625,8.0,8.03125,12.40625,17.5,5.6875,25.40625,9.0625,21.375,13.96875
27.34375,8.21875,9.09375,12.71875,17.21875,6.21875,25.40625,9.0,21.625,13.15625
27.03125,8.65625,9.34375,12.25,16.53125,5.875,25.0,10.03125,21.375,13.90625
27.46875,8.5625,9.875,12.28125,17.9375,6.40625,24.125,8.5625,20.71875,14.0625
26.9375,8.53125,9.46875,12.96875,17.125,5.5,25.8125,8.90625,21.21875,13.53125
26.6875,8.5,8.4375,13.0,17.875,5.96875,24.90625,9.53125,21.59375,13.5
28.3125,7.75,9.5625,12.71875,18.0,5.15625,24.28125,9.65625,21.25,13.3125
27.40625,8.34375,8.84375,13.375,18.25,5.1875,24.84375,8.8125,21.375,13.5625
27.625,7.8125,8.375,13.4375,17.96875,5.875,25.03125,9.25,21.25,13.375
28.0,8.5625,8.0625,12.5625,16.9375,5.34375,26.84375,9.71875,20.4375,13.53125
27.3125,8.90625,8.96875,13.40625,18.09375,5.75,23.78125,8.25,21.5,14.03125
27.6875,8.40625,9.46875,12.46875,18.40625,5.46875,25.21875,8.75,20.65625,13.46875
27.375,8.21875,9.1875,13.40625,17.71875,5.625,25.15625,8.625,20.5,14.1875
27.15625,7.84375,8.96875,12.8125,18.125,6.59375,24.8125,8.875,20.5625,14.25
27.75,8.46875,9.0,13.0,19.21875,5.8125,23.8125,9.15625,20.09375,13.6875
27.53125,8.875,8.625,12.84375,18.09375,5.21875,25.3125,9.03125,21.28125,13.1875
26.75,8.65625,8.3125,12.6875,18.09375,6.40625,25.5625,8.59375,21.0,13.9375
28.375,8.15625,8.8125,12.96875,18.15625,5.46875,26.125,9.15625,19.65625,13.125
26.8125,8.5625,8.625,13.15625,17.40625,5.3125,24.875,8.5,22.875,13.875
27.625,8.40625,9.25,12.625,16.6875,6.4375,25.09375,8.4375,21.15625,14.28125
27.90625,8.125,8.625,12.9375,18.59375,5.75,24.9375,9.375,20.21875,13.53125
26.78125,7.625,8.625,13.1875,18.25,6.25,24.5625,9.78125,21.25,13.6875
27.46875,7.34375,8.46875,12.03125,18.84375,5.90625,26.03125,9.46875,20.09375,14.34375
26.84375,8.96875,8.375,12.71875,18.5,5.59375,25.28125,8.78125,20.53125,14.40625
27.3125,8.78125,8.90625,12.3125,18.21875,5.71875,24.25,9.6875,21.0625,13.75
29.1875,8.03125,8.28125,12.9375,17.09375,5.75,25.09375,9.125,21.0,13.5
27.75,8.03125,9.75,12.1875,16.3125,6.0,26.28125,8.21875,21.40625,14.0625
27.53125,8.6875,8.4375,12.5,17.3125,6.0,25.46875,9.8125,20.90625,13.34375
27.0625,8.375,9.46875,12.84375,17.78125,5.71875,24.1875,9.875,20.9375,13.75
28.5,8.375,8.59375,13.1875,17.59375,6.28125,24.53125,9.3125,20.75,12.875
28.96875,8.09375,8.875,13.28125,17.71875,5.28125,23.75,9.09375,21.8125,13.125
28.25,7.96875,7.71875,12.625,17.4375,6.0,26.15625,10.0625,20.4375,13.34375
27.40625,8.09375,8.40625,13.0625,17.875,5.78125,25.46875,9.0,20.65625,14.25
29.0,8.0625,9.28125,13.03125,16.96875,6.21875,24.53125,8.75,20.75,13.40625
26.8125,8.09375,8.46875,12.3125,18.46875,6.09375,25.1875,9.40625,21.5,13.65625
27.65625,7.40625,8.75,13.5,16.75,6.0625,24.9375,8.875,22.375,13.6875
27.875,8.0625,9.0625,12.75,17.1875,6.1875,25.0,9.09375,20.84375,13.9375
27.28125,8.25,8.65625,12.3125,18.53125,5.53125,25.46875,9.6875,20.84375,13.4375
28.0,8.71875,8.25,12.78125,17.6875,5.84375,25.15625,9.40625,20.71875,13.4375
24.84375,8.375,8.875,12.875,19.15625,6.0,24.53125,9.78125,21.75,13.8125
27.46875,8.28125,8.8125,13.78125,18.125,4.96875,24.84375,8.8125,21.34375,13.5625
26.84375,7.96875,8.53125,13.46875,17.28125,6.1875,25.25,9.71875,20.5,14.25
27.71875,7.34375,8.59375,13.0625,17.40625,5.46875,26.0625,8.875,21.21875,14.25
26.1875,8.59375,8.875,13.1875,17.75,5.625,25.46875,9.65625,20.875,13.78125
28.125,7.65625,9.375,12.53125,17.5625,5.96875,25.09375,8.21875,21.3125,14.15625
28.15625,8.625,9.4375,12.65625,17.625,6.28125,23.84375,8.21875,21.3125,13.84375
26.25,8.71875,8.875,12.6875,17.90625,5.8125,24.96875,9.8125,21.5625,13.40625
27.90625,7.59375,9.0625,13.0,18.5,6.3125,25.4375,9.59375,19.59375,13.0
26.96875,7.65625,9.4375,11.96875,18.34375,5.875,25.46875,8.15625,21.59375,14.53125
27.375,8.5,9.125,13.125,17.59375,5.34375,24.59375,9.1875,21.46875,13.6875
28.5,9.0625,8.65625,12.75,18.0625,5.5625,24.9375,8.125,20.875,13.46875
27.5,8.03125,9.03125,12.0625,18.96875,5.6875,25.4375,8.65625,21.0,13.625
28.28125,7.40625,9.125,13.125,16.78125,5.8125,25.28125,9.3125,21.6875,13.1875
27.9375,7.6875,8.8125,12.625,18.53125,5.875,25.625,8.84375,19.96875,14.09375
27.6875,8.34375,8.40625,13.65625,18.125,5.96875,24.5,9.09375,20.53125,13.6875
28.3125,7.875,8.46875,13.53125,17.75,6.3125,25.03125,9.0625,19.9375,13.71875
27.90625,7.875,8.71875,13.21875,16.78125,5.875,26.25,9.625,20.625,13.125
28.25,8.21875,8.84375,12.53125,17.9375,5.5625,24.78125,8.6875,21.25,13.9375
27.0625,8.1875,8.75,13.8125,18.21875,5.375,24.0625,9.25,21.09375,14.1875
27.9375,7.96875,9.46875,13.15625,18.3125,5.5625,24.3125,8.75,21.125,13.40625
27.875,7.46875,9.28125,12.25,17.34375,6.625,25.9375,8.71875,20.65625,13.84375
27.03125,9.0,8.53125,12.84375,17.6875,6.21875,24.59375,9.1875,21.34375,13.5625
27.03125,7.46875,8.8125,12.5,18.0,6.28125,25.40625,9.53125,21.375,13.59375
28.4375,8.125,8.21875,12.65625,17.15625,5.875,25.40625,8.875,21.53125,13.71875
27.65625,8.53125,8.53125,13.75,16.9375,6.03125,25.5,8.40625,21.125,13.53125
26.5,7.96875,8.28125,12.59375,17.90625,5.71875,25.4375,9.875,21.9375,13.78125
26.71875,7.9375,9.25,13.3125,18.125,5.84375,24.3125,9.6875,20.4375,14.375
27.46875,8.0625,8.375,13.25,17.78125,6.125,24.46875,9.0,21.375,14.09375
27.15625,8.6875,9.3125,12.90625,18.28125,6.09375,25.3125,8.375,21.0,12.875
27.8125,8.0,8.71875,12.46875,16.78125,6.21875,25.34375,9.25,21.21875,14.1875
26.84375,8.53125,8.3125,13.0,17.21875,5.9375,25.71875,9.1875,21.65625,13.59375
27.53125,9.15625,9.1875,12.75,18.15625,5.34375,24.46875,8.9375,20.84375,13.625
26.5,7.53125,8.3125,13.3125,18.4375,6.03125,24.40625,9.46875,22.75,13.25
28.21875,7.9375,8.90625,13.1875,16.8125,5.84375,25.25,9.65625,20.9375,13.25
27.59375,7.625,8.65625,13.28125,17.71875,6.6875,25.8125,8.4375,20.09375,14.09375
27.53125,7.21875,9.625,13.25,17.0,6.21875,24.09375,9.90625,21.96875,13.1875
27.25,8.5,8.53125,12.875,17.5625,5.46875,25.46875,9.78125,21.625,12.9375
28.46875,7.90625,9.375,13.28125,17.125,5.625,24.9375,8.78125,20.75,13.75
27.8125,7.96875,8.59375,13.40625,17.34375,5.78125,25.53125,8.90625,21.375,13.28125
27.09375,8.21875,8.15625,13.25,17.4375,5.84375,25.40625,8.96875,21.8125,13.8125
27.0,8.5625,9.53125,13.03125,18.1875,6.25,25.1875,8.78125,19.59375,13.875
27.21875,8.34375,8.375,12.78125,16.90625,5.9375,25.59375,9.375,21.90625,13.5625
27.90625,8.0625,8.6875,12.4375,17.90625,6.0625,25.09375,9.25,21.5625,13.03125
27.1875,8.3125,8.3125,13.03125,17.8125,6.375,24.65625,9.9375,20.65625,13.71875
26.75,8.15625,8.90625,13.0,17.4375,5.5,25.5625,8.90625,20.71875,15.0625
27.53125,8.375,9.875,13.21875,17.5,6.15625,24.125,8.71875,20.21875,14.28125
29.53125,7.5,8.96875,12.84375,16.21875,5.8125,25.75,9.15625,20.78125,13.4375
27.5625,7.9375,7.75,12.5625,18.84375,5.5625,25.75,8.90625,21.375,13.75
28.9375,8.3125,8.875,12.4375,17.0625,5.625,24.4375,8.90625,22.03125,13.375
27.34375,7.6875,9.6875,12.75,17.78125,6.1875,24.53125,8.5625,21.25,14.21875
27.71875,8.03125,8.9375,13.1875,17.53125,5.53125,24.90625,8.5,21.875,13.78125
27.71875,7.875,8.78125,12.40625,19.09375,5.90625,25.03125,9.0,20.90625,13.28125
27.0,9.65625,8.3125,13.59375,17.34375,6.21875,24.65625,8.84375,21.03125,13.34375
28.96875,8.90625,8.65625,12.1875,17.9375,5.90625,24.5,8.875,20.0,14.0625
28.1875,7.5625,8.53125,13.21875,18.09375,5.4375,25.15625,9.5625,20.5,13.75
28.59375,7.96875,9.09375,12.59375,17.6875,5.65625,25.65625,9.0,20.375,13.375
27.96875,8.3125,8.5625,12.84375,17.3125,6.15625,25.71875,9.34375,21.0625,12.71875
27.03125,8.5,8.34375,12.71875,17.96875,6.03125,25.8125,8.40625,20.9375,14.25
27.5625,8.125,8.40625,13.34375,17.625,5.65625,26.1875,8.75,20.59375,13.75
26.96875,8.8125,9.03125,13.03125,18.40625,6.25,24.5625,8.8125,20.65625,13.46875
27.71875,8.46875,9.1875,12.875,18.21875,5.5625,24.84375,8.78125,21.40625,12.9375
27.84375,8.0,8.875,13.4375,16.78125,5.5625,25.90625,9.28125,21.28125,13.03125
28.15625,7.75,9.0625,12.59375,17.40625,5.9375,24.4375,8.9375,21.375,14.34375
27.375,8.875,8.78125,13.34375,17.875,5.625,24.34375,9.0625,21.3125,13.40625
29.0,8.25,8.5,13.03125,18.0,5.65625,25.15625,8.875,20.4375,13.09375
26.90625,8.15625,8.84375,12.75,17.21875,6.09375,25.84375,8.6875,21.46875,14.03125
27.375,8.0625,8.875,13.53125,18.84375,5.8125,23.8125,8.8125,21.375,13.5
27.90625,7.78125,8.875,13.375,17.625,5.875,25.1875,8.34375,20.75,14.28125
28.09375,8.5,8.125,12.75,18.875,6.1875,24.46875,9.125,20.625,13.25
26.59375,7.875,9.78125,12.46875,19.03125,5.8125,24.53125,8.625,21.3125,13.96875
27.90625,8.46875,8.1875,13.15625,18.03125,6.375,23.84375,9.125,20.9375,13.96875
28.375,7.8125,8.53125,13.71875,17.71875,5.90625,24.71875,8.75,21.34375,13.125
27.625,7.90625,8.6875,12.6875,17.34375,6.25,24.96875,9.53125,21.75,13.25
28.03125,8.1875,8.40625,13.3125,17.25,5.5625,25.5625,8.8125,20.96875,13.90625
26.78125,8.65625,8.5625,12.4375,17.84375,5.8125,26.03125,10.125,19.9375,13.8125
28.59375,8.84375,8.65625,11.9375,18.53125,5.125,24.46875,9.28125,21.21875,13.34375
26.5625,8.5,8.09375,13.0625,17.53125,6.0,25.40625,9.1875,22.53125,13.125
27.15625,8.65625,8.15625,13.21875,18.96875,6.1875,24.78125,8.59375,20.59375,13.6875
27.625,8.25,8.625,14.25,18.4375,5.78125,23.9375,9.53125,20.65625,12.90625
27.90625,7.78125,7.9375,13.5625,16.90625,5.5625,25.71875,9.0,21.15625,14.46875
26.84375,7.59375,7.9375,13.25,19.28125,5.96875,25.28125,9.375,20.8125,13.65625
27.5,7.90625,8.53125,12.875,18.0625,6.3125,25.4375,8.78125,21.375,13.21875
27.59375,7.96875,9.5625,13.0,18.03125,6.1875,23.875,9.6875,21.1875,12.90625
27.46875,8.0625,8.78125,12.78125,17.34375,5.78125,25.40625,9.46875,20.78125,14.125
27.6875,8.5,8.65625,12.125,18.03125,5.8125,26.0625,9.0,20.78125,13.34375
26.9375,8.1875,9.25,12.59375,18.53125,5.6875,24.46875,9.25,20.78125,14.3125
27.15625,6.84375,9.28125,12.8125,17.71875,5.90625,25.0625,8.8125,22.78125,13.625
26.84375,7.6875,8.96875,12.90625,18.46875,5.90625,25.5,8.78125,20.625,14.3125
27.9375,8.375,8.59375,12.4375,18.4375,5.71875,24.6875,8.78125,20.96875,14.0625
28.59375,8.1875,7.90625,12.875,17.1875,6.09375,26.28125,9.78125,20.15625,12.9375
28.03125,7.21875,9.5,12.96875,17.0,5.8125,24.5625,9.28125,22.03125,13.59375
27.6875,7.90625,9.34375,12.6875,17.0625,5.53125,25.78125,8.75,20.75,14.5
27.78125,7.96875,8.96875,12.6875,17.9375,5.4375,25.90625,8.5625,21.28125,13.46875
27.84375,8.1875,7.875,13.5,18.03125,5.6875,25.34375,8.28125,21.28125,13.96875
26.4375,8.28125,8.625,13.375,17.9375,5.53125,25.03125,9.0,21.90625,13.875
27.21875,7.96875,8.96875,13.28125,18.3125,5.8125,24.6875,9.0,21.375,13.375
28.90625,7.71875,8.375,12.65625,17.5625,6.0,26.3125,8.78125,20.40625,13.28125
28.625,8.5,8.03125,13.59375,16.6875,5.96875,25.25,8.75,21.75,12.84375
26.8125,8.15625,9.34375,12.875,17.34375,5.53125,25.375,9.03125,21.34375,14.1875
27.375,8.40625,8.40625,13.59375,18.125,6.09375,24.5,9.5,20.625,13.375
28.8125,8.3125,9.0625,12.875,16.875,5.5,24.53125,9.5,21.3125,13.21875
27.75,7.125,9.15625,12.34375,17.125,6.53125,25.90625,9.5625,21.3125,13.1875
27.09375,8.5,8.46875,13.34375,18.03125,5.78125,24.25,9.125,21.71875,13.6875
27.5,8.65625,8.34375,12.34375,17.09375,5.71875,26.09375,9.40625,21.53125,13.3125
29.0,7.46875,8.90625,12.15625,17.4375,6.59375,24.34375,9.28125,21.875,12.9375
26.78125,8.21875,8.71875,12.0,17.90625,6.03125,25.5625,9.09375,22.125,13.5625
27.78125,7.84375,9.09375,13.40625,17.96875,5.09375,25.21875,9.71875,21.0,12.875
26.71875,8.34375,9.28125,12.53125,17.46875,5.5625,24.75,9.1875,22.625,13.53125
28.0,7.875,8.875,12.71875,17.59375,6.34375,24.0,9.0625,22.09375,13.4375
26.71875,8.0625,9.1875,13.0,17.84375,5.8125,25.03125,9.78125,21.65625,12.90625
26.28125,7.75,8.84375,13.3125,17.625,6.25,25.875,10.15625,20.6875,13.21875
