ma1,ma2,ma3,ma4,ma5,ma6
9.59375,11.25,12.09375,5.625,4.03125,12.40625
10.21875,10.78125,11.5625,5.6875,4.25,12.5
9.9375,11.46875,11.8125,5.3125,4.0,12.46875
10.03125,11.21875,11.71875,5.96875,3.78125,12.28125
9.3125,10.875,12.1875,6.28125,4.15625,12.1875
9.65625,11.21875,11.6875,5.75,4.21875,12.46875
10.125,10.75,11.40625,6.40625,4.3125,12.0
9.625,10.78125,12.15625,5.75,4.03125,12.65625
9.3125,10.75,12.21875,6.21875,4.34375,12.15625
9.875,10.75,11.9375,5.875,4.25,12.3125
9.84375,10.4375,12.1875,6.15625,4.15625,12.21875
9.96875,10.65625,11.875,6.1875,4.1875,12.125
