epoch,step,train/loss,train/reward,val/reward
0,49,6100.2451171875,-2446.25,
0,83,,,-2620.89697265625
1,99,21496.07421875,-2579.33349609375,
1,149,60731.54296875,-2479.0,
1,167,,,-2747.549072265625
2,199,80136.53125,-2526.625,
2,249,67514.9609375,-2497.70849609375,
2,251,,,-2747.549072265625
3,299,54765.1796875,-2462.08349609375,
3,335,,,-2747.549072265625
4,349,68079.625,-2560.041748046875,
4,399,8761.6357421875,-2537.83349609375,
4,419,,,-2747.549072265625
5,449,89802.7421875,-2480.08349609375,
5,499,54037.23046875,-2535.5,
5,503,,,-2747.549072265625
6,549,96377.46875,-2480.666748046875,
6,587,,,-2747.549072265625
7,599,36819.9765625,-2508.95849609375,
7,649,89472.7109375,-2501.125,
7,671,,,-2747.549072265625
8,699,77955.203125,-2468.70849609375,
8,749,18860.3671875,-2548.5,
8,755,,,-2747.549072265625
9,799,99286.6484375,-2508.375,
9,839,,,-2747.549072265625
10,849,99901.875,-2474.5,
10,899,101269.4375,-2462.875,
10,923,,,-2747.549072265625
11,949,51659.3515625,-2475.95849609375,
11,999,83301.5,-2456.166748046875,
11,1007,,,-2747.549072265625
12,1049,52548.83984375,-2515.83349609375,
12,1091,,,-2747.549072265625
13,1099,85145.8515625,-2447.166748046875,
13,1149,68928.421875,-2489.58349609375,
13,1175,,,-2747.549072265625
14,1199,57578.453125,-2472.83349609375,
14,1249,26277.083984375,-2515.83349609375,
14,1259,,,-2747.549072265625
15,1299,85808.65625,-2446.125,
15,1343,,,-2747.549072265625
16,1349,93549.8984375,-2435.20849609375,
16,1399,57794.25,-2510.666748046875,
16,1427,,,-2747.549072265625
17,1449,34489.1875,-2523.541748046875,
17,1499,81963.453125,-2450.83349609375,
17,1511,,,-2747.549072265625
18,1549,89106.15625,-2489.375,
18,1595,,,-2747.549072265625
19,1599,105200.6875,-2438.791748046875,
19,1649,58582.6484375,-2481.5,
19,1679,,,-2747.549072265625
20,1699,48293.5859375,-2520.0,
20,1749,85652.7890625,-2509.95849609375,
20,1763,,,-2747.549072265625
21,1799,59096.6484375,-2510.83349609375,
21,1847,,,-2747.549072265625
22,1849,57924.69921875,-2500.70849609375,
22,1899,46348.984375,-2519.70849609375,
22,1931,,,-2747.549072265625
23,1949,35686.4609375,-2549.83349609375,
23,1999,45460.3125,-2493.875,
23,2015,,,-2747.549072265625
24,2049,59655.49609375,-2497.166748046875,
24,2099,77250.96875,-2479.25,
24,2099,,,-2747.549072265625
25,2149,107872.8125,-2458.95849609375,
25,2183,,,-2747.549072265625
26,2199,82589.015625,-2479.375,
26,2249,67728.171875,-2454.5,
26,2267,,,-2747.549072265625
27,2299,63047.1484375,-2498.041748046875,
27,2349,45870.04296875,-2506.541748046875,
27,2351,,,-2747.549072265625
28,2399,42534.30859375,-2517.125,
28,2435,,,-2747.549072265625
29,2449,70374.453125,-2489.416748046875,
29,2499,60586.76171875,-2460.291748046875,
29,2519,,,-2747.549072265625
30,2549,63405.390625,-2507.75,
30,2599,89687.3984375,-2535.70849609375,
30,2603,,,-2747.549072265625
31,2649,63276.85546875,-2526.33349609375,
31,2687,,,-2747.549072265625
32,2699,108194.328125,-2446.45849609375,
32,2749,78740.6796875,-2440.041748046875,
