min_makespan,avg_makespan,max_makespan,elapsed,total_errors,total_error,total_error_p,multi_p,seq_p,infeas_rate,multi_rate,seq_rate,amf_infeas,amt_infeas_p,total_errors_fix,total_error_fix,total_error_p_fix,multi_p_fix,seq_p_fix,infeas_rate_fix,multi_rate_fix,seq_rate_fix,amf_infeas_fix,amt_infeas_p_fix,busy_count
54.0,63.6875,78.0,24.25810299720615,20,20,0.625,0.0,0.625,0.011363636363636366,0.0,0.011363636363636366,16,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
56.0,64.125,79.0,24.196534976363182,23,23,0.71875,0.0,0.71875,0.01306818181818182,0.0,0.01306818181818182,19,59.375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
56.0,65.0,78.0,24.27120614470914,18,18,0.5625,0.0,0.5625,0.010227272727272729,0.0,0.010227272727272729,18,56.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
57.0,65.78125,78.0,24.29162759007886,24,24,0.75,0.0,0.75,0.01363636363636364,0.0,0.01363636363636364,15,46.875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
58.0,65.375,74.0,24.283918804954737,11,11,0.34375,0.0,0.34375,0.00625,0.0,0.00625,22,68.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
52.0,64.0625,74.0,24.285231178160757,20,20,0.625,0.0,0.625,0.011363636363636366,0.0,0.011363636363636366,15,46.875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
57.0,64.65625,78.0,24.29906218731776,14,14,0.4375,0.0,0.4375,0.007954545454545455,0.0,0.007954545454545455,20,62.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
59.0,65.0625,73.0,24.308286156971008,19,19,0.59375,0.0,0.59375,0.010795454545454547,0.0,0.010795454545454547,19,59.375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
54.0,65.90625,84.0,24.26173916598782,18,18,0.5625,0.0,0.5625,0.010227272727272729,0.0,0.010227272727272729,20,62.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
53.0,65.65625,83.0,24.266280888114125,17,17,0.53125,0.0,0.53125,0.00965909090909091,0.0,0.00965909090909091,18,56.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
