ma1,ma2,ma3,ma4,ma5,ma6,ma7,ma8,ma9,ma10,ma11,ma12,ma13,ma14,ma15
22.65625,33.15625,10.84375,15.0625,25.5,17.59375,27.71875,12.71875,24.1875,44.78125,0.0,0.0,5.78125,0.0,0.0
20.1875,34.96875,11.78125,14.90625,25.0,18.03125,28.1875,12.84375,24.65625,43.5625,0.0,0.0,5.875,0.0,0.0
22.53125,34.84375,11.4375,14.5,25.09375,18.0625,27.5,12.84375,24.03125,43.03125,0.0,0.0,6.125,0.0,0.0
21.4375,34.3125,10.625,14.84375,25.09375,17.84375,28.5625,12.5625,25.34375,43.0625,0.0,0.0,6.3125,0.0,0.0
20.78125,35.3125,11.0625,14.78125,25.40625,17.5625,28.25,12.28125,25.28125,43.1875,0.0,0.0,6.09375,0.0,0.0
20.875,34.78125,10.875,14.375,25.5625,17.9375,27.0,12.65625,24.90625,44.65625,0.0,0.0,6.375,0.0,0.0
20.875,34.8125,12.4375,14.21875,25.125,17.84375,27.5625,12.75,23.53125,44.78125,0.0,0.0,6.0625,0.0,0.0
20.8125,35.75,11.1875,14.25,25.71875,18.03125,27.375,12.9375,24.53125,43.40625,0.0,0.0,6.0,0.0,0.0
20.59375,36.03125,11.25,14.8125,25.34375,17.4375,28.28125,11.96875,25.0,43.40625,0.0,0.0,5.875,0.0,0.0
21.25,35.96875,11.78125,15.5,24.84375,18.25,27.375,12.0,23.625,43.25,0.0,0.0,6.15625,0.0,0.0
