ma1,ma2,ma3,ma4,ma5,ma6,ma7,ma8,ma9,ma10,ma11,ma12,ma13,ma14,ma15
21.03125,35.1875,11.875,15.25,24.84375,17.34375,28.46875,11.6875,24.6875,43.71875,0.0,0.0,5.90625,0.0,0.0
21.03125,35.25,10.9375,14.4375,25.53125,18.40625,27.0,12.71875,25.5625,42.6875,0.0,0.0,6.4375,0.0,0.0
20.84375,33.1875,12.0625,15.21875,26.125,17.125,28.5625,12.21875,25.5,43.09375,0.0,0.0,6.0625,0.0,0.0
21.625,34.34375,11.40625,14.5625,25.84375,18.3125,27.34375,12.21875,25.40625,43.03125,0.0,0.0,5.90625,0.0,0.0
21.15625,34.75,10.65625,14.3125,25.75,17.8125,27.78125,12.6875,24.71875,43.78125,0.0,0.0,6.59375,0.0,0.0
21.34375,34.625,11.40625,14.15625,25.0,18.125,27.875,12.25,25.34375,43.53125,0.0,0.0,6.34375,0.0,0.0
22.125,34.5,11.15625,15.03125,25.21875,17.6875,27.28125,12.34375,25.3125,43.25,0.0,0.0,6.09375,0.0,0.0
21.125,35.15625,12.09375,15.46875,25.90625,19.0,27.5,11.75,24.0,42.125,0.0,0.0,5.875,0.0,0.0
20.65625,34.5625,11.53125,15.34375,25.59375,17.375,27.25,12.71875,24.46875,44.0625,0.0,0.0,6.4375,0.0,0.0
19.90625,34.1875,11.84375,14.90625,25.9375,18.03125,27.90625,11.875,25.25,43.625,0.0,0.0,6.53125,0.0,0.0
