min_makespan,avg_makespan,max_makespan,elapsed,total_errors,total_error,total_error_p,multi_p,seq_p,infeas_rate,multi_rate,seq_rate,amf_infeas,amt_infeas_p,total_errors_fix,total_error_fix,total_error_p_fix,multi_p_fix,seq_p_fix,infeas_rate_fix,multi_rate_fix,seq_rate_fix,amf_infeas_fix,amt_infeas_p_fix,busy_count
55.0,63.90625,77.0,20.468469374347478,13,13,0.40625,0.0,0.40625,0.007386363636363637,0.0,0.007386363636363637,20,62.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
55.0,64.65625,79.0,20.742477094754577,17,17,0.53125,0.0,0.53125,0.00965909090909091,0.0,0.00965909090909091,18,56.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
55.0,65.84375,82.0,20.82900188677013,22,22,0.6875,0.0,0.6875,0.012500000000000002,0.0,0.012500000000000002,17,53.125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
54.0,64.9375,79.0,20.835373984184116,15,15,0.46875,0.0,0.46875,0.008522727272727274,0.0,0.008522727272727274,19,59.375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
57.0,65.5625,80.0,20.796917951200157,10,10,0.3125,0.0,0.3125,0.005681818181818182,0.0,0.005681818181818182,24,75.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
58.0,64.4375,73.0,20.805491498671472,14,14,0.4375,0.0,0.4375,0.007954545454545455,0.0,0.007954545454545455,20,62.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
58.0,64.84375,78.0,20.63327071815729,12,12,0.375,0.0,0.375,0.006818181818181819,0.0,0.006818181818181819,22,68.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
58.0,64.875,81.0,20.71315165888518,14,14,0.4375,0.0,0.4375,0.007954545454545455,0.0,0.007954545454545455,21,65.625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
56.0,65.65625,78.0,20.747435468714684,12,12,0.375,0.0,0.375,0.00681818181818182,0.0,0.00681818181818182,21,65.625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
55.0,66.34375,78.0,20.784472024068236,14,14,0.4375,0.0,0.4375,0.007954545454545455,0.0,0.007954545454545455,20,62.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0,0
