ma1,ma2,ma3,ma4,ma5,ma6,ma7,ma8,ma9,ma10,ma11,ma12,ma13,ma14,ma15
21.0,34.28125,11.4375,15.46875,25.0,18.15625,27.1875,12.21875,24.6875,44.21875,0.0,0.0,6.34375,0.0,0.0
21.21875,34.0,11.5,14.75,25.21875,18.6875,27.71875,13.28125,24.21875,43.09375,0.0,0.0,6.3125,0.0,0.0
21.03125,34.65625,11.21875,16.53125,26.25,17.4375,25.875,11.71875,24.65625,44.5,0.0,0.0,6.125,0.0,0.0
21.625,34.03125,10.53125,14.40625,25.90625,18.5,27.21875,12.5625,25.28125,43.71875,0.0,0.0,6.21875,0.0,0.0
20.53125,34.875,10.6875,15.0625,26.84375,17.625,28.4375,12.8125,24.3125,42.375,0.0,0.0,6.4375,0.0,0.0
21.03125,33.84375,11.375,14.9375,25.75,17.71875,28.90625,12.75,24.90625,42.90625,0.0,0.0,5.875,0.0,0.0
22.0625,33.34375,11.40625,15.78125,26.0625,19.15625,26.5625,12.90625,24.125,42.34375,0.0,0.0,6.25,0.0,0.0
21.15625,35.25,11.375,15.0625,25.875,17.65625,27.59375,12.1875,24.4375,43.15625,0.0,0.0,6.25,0.0,0.0
22.1875,33.6875,12.03125,14.9375,25.0,19.0,26.75,12.78125,24.40625,43.40625,0.0,0.0,5.8125,0.0,0.0
21.28125,35.34375,10.46875,15.09375,25.15625,18.15625,28.15625,12.34375,24.8125,43.5,0.0,0.0,5.6875,0.0,0.0
